claimID,claim,label,claimURL,reason,categories,speaker,checker,tags,article title,publish date,climate,entities,original_split,claim_normalised,categories_list,tags_list,category_text,tag_text,metadata_text,word_count,factcheck_domain,finance_metadata_match,label_normalised,metadata_normalised,is_question,specific_finance_metadata,generic_business_metadata,finance_text_support,campaign_finance_only,finance_selection_reason,binary_label_name
abbc-00398,"The claim: Clive Palmer is often referred to as a billionaire, but is he?",in-between,http://www.abc.net.au/news/2014-01-22/clive-palmer-billionaire-status-uncertain/5205704,"The claim: Clive Palmer is often referred to as a billionaire, but is he?","['minor-parties', 'federal-government', 'mining-industry', 'business-economics-and-finance', 'clive-palmer', 'australia', 'qld']",,,"['minor-parties', 'federal-government', 'mining-industry', 'business-economics-and-finance', 'clive-palmer', 'australia', 'qld']",Clive Palmer's billionaire status no longer certain,"Wed 22 Jan 2014, 4:45am",,['None'],train,the claim clive palmer is often referred to as a billionaire but is he,"['minor-parties', 'federal-government', 'mining-industry', 'business-economics-and-finance', 'clive-palmer', 'australia', 'qld']","['minor-parties', 'federal-government', 'mining-industry', 'business-economics-and-finance', 'clive-palmer', 'australia', 'qld']",minor-parties | federal-government | mining-industry | business-economics-and-finance | clive-palmer | australia | qld,minor-parties | federal-government | mining-industry | business-economics-and-finance | clive-palmer | australia | qld,minor-parties | federal-government | mining-industry | business-economics-and-finance | clive-palmer | australia | qld | minor-parties | federal-government | mining-industry | business-economics-and-finance | clive-palmer | australia | qld,14,www.abc.net.au,True,in-between,minor-parties | federal-government | mining-industry | business-economics-and-finance | clive-palmer | australia | qld | minor-parties | federal-government | mining-industry | business-economics-and-finance | clive-palmer | australia | qld,True,True,True,False,False,specific_finance_metadata,
abbc-00052,"As opposition leader, Tony Abbott promised on at least 12 separate occasions in 2013 not to make any unexpected adverse, negative or detrimental changes to superannuation.",in-the-red,http://www.abc.net.au/news/2014-11-07/no-adverse-changes-to-superannuation-promise-check/5734364,,"['business-economics-and-finance', 'superannuation', 'federal-government', 'abbott-tony', 'liberals', 'australia']",,,"['business-economics-and-finance', 'superannuation', 'federal-government', 'abbott-tony', 'liberals', 'australia']",Promise check: No unexpected adverse changes to superannuation,"Sun 8 May 2016, 8:08am",,['Tony_Abbott'],train,as opposition leader tony abbott promised on at least 12 separate occasions in 2013 not to make any unexpected adverse negative or detrimental changes to superannuation,"['business-economics-and-finance', 'superannuation', 'federal-government', 'abbott-tony', 'liberals', 'australia']","['business-economics-and-finance', 'superannuation', 'federal-government', 'abbott-tony', 'liberals', 'australia']",business-economics-and-finance | superannuation | federal-government | abbott-tony | liberals | australia,business-economics-and-finance | superannuation | federal-government | abbott-tony | liberals | australia,business-economics-and-finance | superannuation | federal-government | abbott-tony | liberals | australia | business-economics-and-finance | superannuation | federal-government | abbott-tony | liberals | australia,26,www.abc.net.au,True,in-the-red,business-economics-and-finance | superannuation | federal-government | abbott-tony | liberals | australia | business-economics-and-finance | superannuation | federal-government | abbott-tony | liberals | australia,False,True,True,True,False,specific_finance_metadata,
abbc-00071,The claim: Chris Bowen says the Government's changes to financial advice laws will bring back the type of commissions that encouraged financial advisers to recommend risky investments.,in-the-red,http://www.abc.net.au/news/2014-06-02/chris-bowen-scaremongering-on-commissions-for-financial-advisers/5430672,The claim: Chris Bowen says the Government's changes to financial advice laws will bring back the type of commissions that encouraged financial advisers to recommend risky investments.,"['law-crime-and-justice', 'business-economics-and-finance', 'consumer-finance', 'consumer-protection', 'superannuation', 'chris-bowen', 'regulation', 'political-parties', 'alp', 'government-and-politics', 'australia']",,,"['law-crime-and-justice', 'business-economics-and-finance', 'consumer-finance', 'consumer-protection', 'superannuation', 'chris-bowen', 'regulation', 'political-parties', 'alp', 'government-and-politics', 'australia']",Fact check: Chris Bowen scaremongering on return of old-style commissions for financial advisers,"Wed 25 Jun 2014, 7:05am",,['None'],train,the claim chris bowen says the government s changes to financial advice laws will bring back the type of commissions that encouraged financial advisers to recommend risky investments,"['law-crime-and-justice', 'business-economics-and-finance', 'consumer-finance', 'consumer-protection', 'superannuation', 'chris-bowen', 'regulation', 'political-parties', 'alp', 'government-and-politics', 'australia']","['law-crime-and-justice', 'business-economics-and-finance', 'consumer-finance', 'consumer-protection', 'superannuation', 'chris-bowen', 'regulation', 'political-parties', 'alp', 'government-and-politics', 'australia']",law-crime-and-justice | business-economics-and-finance | consumer-finance | consumer-protection | superannuation | chris-bowen | regulation | political-parties | alp | government-and-politics | australia,law-crime-and-justice | business-economics-and-finance | consumer-finance | consumer-protection | superannuation | chris-bowen | regulation | political-parties | alp | government-and-politics | australia,law-crime-and-justice | business-economics-and-finance | consumer-finance | consumer-protection | superannuation | chris-bowen | regulation | political-parties | alp | government-and-politics | australia | law-crime-and-justice | business-economics-and-finance | consumer-finance | consumer-protection | superannuation | chris-bowen | regulation | political-parties | alp | government-and-politics | australia,27,www.abc.net.au,True,in-the-red,law-crime-and-justice | business-economics-and-finance | consumer-finance | consumer-protection | superannuation | chris-bowen | regulation | political-parties | alp | government-and-politics | australia | law-crime-and-justice | business-economics-and-finance | consumer-finance | consumer-protection | superannuation | chris-bowen | regulation | political-parties | alp | government-and-politics | australia,False,True,True,False,False,specific_finance_metadata,
para-00097,There is virtually no prospect that the US will adopt a cap and trade system [to deal with climate change] at any point in the period to 2020.,mostly true,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/30/greg-hunt/might-us-adopt-cap-and-trade-2020/index.html,,"['Carbon Tax', 'Climate change', 'Environment']",Greg Hunt,"Becky Bowers, Ellie Harvey, Bill Adair, Peter Fray",,Greg Hunt says US won't adopt cap and trade by 2020,"Tuesday, July 30, 2013 at 10:04 a.m.",,['None'],train,there is virtually no prospect that the us will adopt a cap and trade system to deal with climate change at any point in the period to 2020,"['Carbon Tax', 'Climate change', 'Environment']",[],Carbon Tax | Climate change | Environment,,carbon tax | climate change | environment | ,28,pandora.nla.gov.au,True,mostly true,carbon tax | climate change | environment | ,False,True,False,False,False,specific_finance_metadata,genuine
para-00047,Labor have a record of treating the defence portfolio as their own political plaything and have ripped $30 billion out of the defence budget since 2009.,half-true,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/28/david-johnston/johnston-takes-potshot-labors-military-cuts/index.html,,"['Budget', 'Defence']",David Johnston,"Jonathan Pearlman, Peter Fray",,Johnston takes a (pot)shot at Labor's military cuts,"Wednesday, August 28, 2013 at 5:34 p.m.",,['None'],train,labor have a record of treating the defence portfolio as their own political plaything and have ripped 30 billion out of the defence budget since 2009,"['Budget', 'Defence']",[],Budget | Defence,,budget | defence | ,26,pandora.nla.gov.au,True,half-true,budget | defence | ,False,True,False,True,False,specific_finance_metadata,
para-00179,"Australia is facing the ""second largest revenue write-down since the Great Depression"".",true,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/may/15/wayne-swan/treasurer-swan-says-we-face-second-largest-revenue/index.html,,"['Budget', 'Economy', 'Finance']",Wayne Swan,"Chris Pash, Peter Fray",,Treasurer Swan says we face second largest revenue write-down since the Great Depression,"Wednesday, May 15, 2013 at 3:57 p.m.",,"['Australia', 'Great_Depression']",train,australia is facing the second largest revenue write down since the great depression,"['Budget', 'Economy', 'Finance']",[],Budget | Economy | Finance,,budget | economy | finance | ,12,pandora.nla.gov.au,True,true,budget | economy | finance | ,False,True,False,True,False,specific_finance_metadata,genuine
snes-02458,A customer closed out his million-dollar account after his bank refused to validate a 50-cent parking ticket.,true,https://www.snopes.com/fact-check/million-error/,,Business,,David Mikkelson,,Million Error,31 December 1998,,['None'],train,a customer closed out his million dollar account after his bank refused to validate a 50 cent parking ticket,['Business'],[],Business,,business | ,17,www.snopes.com,True,true,business | ,False,False,True,True,False,generic_business_plus_finance_text,genuine
tron-02693,Detroit Loses Money on $30 Parking Tickets,previously truth! now resolved!,https://www.truthorfiction.com/detroit-loses-money-on-30-dollar-parking-tickets/,,money-financial,,,,Detroit Loses Money on $30 Parking Tickets – Previously Truth! Now Resolved!,"Mar 17, 2015",,['None'],train,detroit loses money on 30 parking tickets,['money-financial'],[],money-financial,,money-financial | ,7,www.truthorfiction.com,True,previously truth! now resolved!,money-financial | ,False,True,False,False,False,specific_finance_metadata,
para-00043,"The public service is 20,000 larger in Canberra than what it was when we were last in government.",false,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/30/joe-hockey/public-service-growth-numbers-dont-add/index.html,,"['Budget', 'Public Service']",Joe Hockey,"Peter Martin, Peter Fray",,Public service growth: the numbers don't add up,"Friday, August 30, 2013 at 8:34 a.m.",,['Canberra'],train,the public service is 20 000 larger in canberra than what it was when we were last in government,"['Budget', 'Public Service']",[],Budget | Public Service,,budget | public service | ,18,pandora.nla.gov.au,True,false,budget | public service | ,False,True,False,False,False,specific_finance_metadata,misleading
abbc-00070,"The claim: Tony Abbott says emissions trading schemes are being discarded around the world, not adopted",in-the-red,http://www.abc.net.au/news/2014-07-09/tony-abbott-emissions-trading-around-the-world-fact-check/5559430,"The claim: Tony Abbott says emissions trading schemes are being discarded around the world, not adopted","['environment', 'government-and-politics', 'emissions-trading', 'business-economics-and-finance', 'abbott-tony', 'liberals', 'australia']",,,"['environment', 'government-and-politics', 'emissions-trading', 'business-economics-and-finance', 'abbott-tony', 'liberals', 'australia']",Fact check: Tony Abbott's claim carbon schemes being discarded doesn't check out,"Fri 11 Jul 2014, 1:36am",,['Tony_Abbott'],train,the claim tony abbott says emissions trading schemes are being discarded around the world not adopted,"['environment', 'government-and-politics', 'emissions-trading', 'business-economics-and-finance', 'abbott-tony', 'liberals', 'australia']","['environment', 'government-and-politics', 'emissions-trading', 'business-economics-and-finance', 'abbott-tony', 'liberals', 'australia']",environment | government-and-politics | emissions-trading | business-economics-and-finance | abbott-tony | liberals | australia,environment | government-and-politics | emissions-trading | business-economics-and-finance | abbott-tony | liberals | australia,environment | government-and-politics | emissions-trading | business-economics-and-finance | abbott-tony | liberals | australia | environment | government-and-politics | emissions-trading | business-economics-and-finance | abbott-tony | liberals | australia,16,www.abc.net.au,True,in-the-red,environment | government-and-politics | emissions-trading | business-economics-and-finance | abbott-tony | liberals | australia | environment | government-and-politics | emissions-trading | business-economics-and-finance | abbott-tony | liberals | australia,False,True,True,False,False,specific_finance_metadata,
abbc-00311,The claim: Shadow treasurer Chris Bowen says the top 10 per cent of income earners get more than 30 per cent of tax concessions in superannuation.,in-between,http://www.abc.net.au/news/2015-04-21/super-tax-concessions-fc/6365098,The claim: Shadow treasurer Chris Bowen says the top 10 per cent of income earners get more than 30 per cent of tax concessions in superannuation.,"['tax', 'government-and-politics', 'alp', 'australia']",,,"['tax', 'government-and-politics', 'alp', 'australia']","Fact check: Are superannuation tax breaks fair, or do they favour the rich?","Thu 3 Mar 2016, 1:47am",,['None'],train,the claim shadow treasurer chris bowen says the top 10 per cent of income earners get more than 30 per cent of tax concessions in superannuation,"['tax', 'government-and-politics', 'alp', 'australia']","['tax', 'government-and-politics', 'alp', 'australia']",tax | government-and-politics | alp | australia,tax | government-and-politics | alp | australia,tax | government-and-politics | alp | australia | tax | government-and-politics | alp | australia,26,www.abc.net.au,True,in-between,tax | government-and-politics | alp | australia | tax | government-and-politics | alp | australia,False,True,False,True,False,specific_finance_metadata,
abbc-00259,"The notion that Australia is becoming less equal has become a point of contention in political debate, with Opposition Leader Bill Shorten claiming ""the deck is stacked against ordinary people"".",in-between,http://www.abc.net.au/news/2017-08-16/fact-check-income-inequality-has-it-improved/8804976,"Mr Morrison's claim is unjustified. The evidence Mr Morrison puts forward to support his claim focuses on a relatively short time frame and is subject to volatility. Furthermore, his claim is underpinned by income data from the 2016 census that is potentially problematic, and unpublished calculations that have not been released for independent scrutiny. Experts contacted by Fact Check broadly agree: Australia is less equal today than it was in, say, 1981. And the broad trend over the decades since the early 1980s would appear to point to widening disparity. However, the experts are not united about what has happened in recent years. Some suggest inequality has got no worse, while others suggest it has. This uncertainty is also reflected in the data: one credible set of figures shows a slight deterioration of inequality, another one a slight improvement. Mr Morrison was excessively definitive in the face of data which is not definitive.","['scott-morrison', 'liberals', 'economic-trends', 'australia']",,,"['scott-morrison', 'liberals', 'economic-trends', 'australia']",Fact check: Does the data show that income inequality has fallen?,"Tue 29 Aug 2017, 8:48am",,"['Bill_Shorten', 'Australia']",train,the notion that australia is becoming less equal has become a point of contention in political debate with opposition leader bill shorten claiming the deck is stacked against ordinary people,"['scott-morrison', 'liberals', 'economic-trends', 'australia']","['scott-morrison', 'liberals', 'economic-trends', 'australia']",scott-morrison | liberals | economic-trends | australia,scott-morrison | liberals | economic-trends | australia,scott-morrison | liberals | economic-trends | australia | scott-morrison | liberals | economic-trends | australia,30,www.abc.net.au,True,in-between,scott-morrison | liberals | economic-trends | australia | scott-morrison | liberals | economic-trends | australia,False,True,False,False,False,specific_finance_metadata,
abbc-00212,The claim: Chris Bowen says the Coalition's proposed paid parental leave scheme will cost Australian investors $1.6 billion.,in-the-green,http://www.abc.net.au/news/2013-08-27/chris-bowen-correct-parental-leave-scheme/4915222,The claim: Chris Bowen says the Coalition's proposed paid parental leave scheme will cost Australian investors $1.6 billion.,"['federal-elections', 'federal-government', 'chris-bowen', 'business-economics-and-finance', 'parenting', 'alp', 'australia']",,,"['federal-elections', 'federal-government', 'chris-bowen', 'business-economics-and-finance', 'parenting', 'alp', 'australia']",Chris Bowen correct on investor impact of parental leave scheme,"Wed 28 Aug 2013, 9:42am",,"['Australia', 'Coalition_(Australia)']",train,the claim chris bowen says the coalition s proposed paid parental leave scheme will cost australian investors 1 6 billion,"['federal-elections', 'federal-government', 'chris-bowen', 'business-economics-and-finance', 'parenting', 'alp', 'australia']","['federal-elections', 'federal-government', 'chris-bowen', 'business-economics-and-finance', 'parenting', 'alp', 'australia']",federal-elections | federal-government | chris-bowen | business-economics-and-finance | parenting | alp | australia,federal-elections | federal-government | chris-bowen | business-economics-and-finance | parenting | alp | australia,federal-elections | federal-government | chris-bowen | business-economics-and-finance | parenting | alp | australia | federal-elections | federal-government | chris-bowen | business-economics-and-finance | parenting | alp | australia,18,www.abc.net.au,True,in-the-green,federal-elections | federal-government | chris-bowen | business-economics-and-finance | parenting | alp | australia | federal-elections | federal-government | chris-bowen | business-economics-and-finance | parenting | alp | australia,False,True,True,False,False,specific_finance_metadata,
tron-00529,"Dollar Tree Closing All Stores in October 2017, Sold Items too Cheap to Profit",fiction!,https://www.truthorfiction.com/dollar-tree-closing-stores-october/,,business,,,"['business', 'facebook', 'fake news']","Dollar Tree Closing All Stores in October 2017, Sold Items too Cheap to Profit","Sep 20, 2017",,['None'],train,dollar tree closing all stores in october 2017 sold items too cheap to profit,['business'],"['business', 'facebook', 'fake news']",business,business | facebook | fake news,business | business | facebook | fake news,14,www.truthorfiction.com,True,fiction!,business | business | facebook | fake news,False,False,True,True,False,generic_business_plus_finance_text,misleading
thet-00016,Claim youth unemployment lower in Scotland than UK is True,true,https://theferret.scot/youth-unemployment-scottish-government-fact-check/,,Employment Fact check Politics ,,,,Claim youth unemployment lower in Scotland than UK is True,"April 23, 2018",,['Scotland'],train,claim youth unemployment lower in scotland than uk is true,['Employment Fact check Politics'],[],Employment Fact check Politics,,employment fact check politics | ,10,theferret.scot,True,true,employment fact check politics | ,False,True,False,True,False,specific_finance_metadata,genuine
abbc-00169,The claim: Tony Abbott says the reintroduction of fuel excise indexation will cost the average family 40 cents a week in the first year.,in-the-green,http://www.abc.net.au/news/2014-06-04/will-the-fuel-excise-change-cost-families-only-40c-a-week/5457202,The claim: Tony Abbott says the reintroduction of fuel excise indexation will cost the average family 40 cents a week in the first year.,"['federal-government', 'business-economics-and-finance', 'abbott-tony', 'liberals', 'government-and-politics', 'australia']",,,"['federal-government', 'business-economics-and-finance', 'abbott-tony', 'liberals', 'government-and-politics', 'australia']",Fact check: Will Abbott's fuel excise hike cost families 40c a week?,"Wed 4 Jun 2014, 2:02am",,['Tony_Abbott'],train,the claim tony abbott says the reintroduction of fuel excise indexation will cost the average family 40 cents a week in the first year,"['federal-government', 'business-economics-and-finance', 'abbott-tony', 'liberals', 'government-and-politics', 'australia']","['federal-government', 'business-economics-and-finance', 'abbott-tony', 'liberals', 'government-and-politics', 'australia']",federal-government | business-economics-and-finance | abbott-tony | liberals | government-and-politics | australia,federal-government | business-economics-and-finance | abbott-tony | liberals | government-and-politics | australia,federal-government | business-economics-and-finance | abbott-tony | liberals | government-and-politics | australia | federal-government | business-economics-and-finance | abbott-tony | liberals | government-and-politics | australia,24,www.abc.net.au,True,in-the-green,federal-government | business-economics-and-finance | abbott-tony | liberals | government-and-politics | australia | federal-government | business-economics-and-finance | abbott-tony | liberals | government-and-politics | australia,False,True,True,False,False,specific_finance_metadata,
abbc-00149,"In a leaders debate on August 11, 2013, then opposition leader Tony Abbott pledged to decide on a site for Sydney's second airport within his first term of government if elected.",in-the-green,http://www.abc.net.au/news/2014-11-07/decide-on-a-site-for-a-second-sydney-airport-promise-check/5868002,,"['air-transport', 'industry', 'business-economics-and-finance', 'federal-government', 'liberals', 'sydney-2000', 'badgerys-creek-2171', 'australia', 'nsw']",,,"['air-transport', 'industry', 'business-economics-and-finance', 'federal-government', 'liberals', 'sydney-2000', 'badgerys-creek-2171', 'australia', 'nsw']",Promise check: Decide on a site for a second Sydney airport,"Sun 8 May 2016, 8:08am",,"['Tony_Abbott', 'Sydney']",train,in a leaders debate on august 11 2013 then opposition leader tony abbott pledged to decide on a site for sydney s second airport within his first term of government if elected,"['air-transport', 'industry', 'business-economics-and-finance', 'federal-government', 'liberals', 'sydney-2000', 'badgerys-creek-2171', 'australia', 'nsw']","['air-transport', 'industry', 'business-economics-and-finance', 'federal-government', 'liberals', 'sydney-2000', 'badgerys-creek-2171', 'australia', 'nsw']",air-transport | industry | business-economics-and-finance | federal-government | liberals | sydney-2000 | badgerys-creek-2171 | australia | nsw,air-transport | industry | business-economics-and-finance | federal-government | liberals | sydney-2000 | badgerys-creek-2171 | australia | nsw,air-transport | industry | business-economics-and-finance | federal-government | liberals | sydney-2000 | badgerys-creek-2171 | australia | nsw | air-transport | industry | business-economics-and-finance | federal-government | liberals | sydney-2000 | badgerys-creek-2171 | australia | nsw,31,www.abc.net.au,True,in-the-green,air-transport | industry | business-economics-and-finance | federal-government | liberals | sydney-2000 | badgerys-creek-2171 | australia | nsw | air-transport | industry | business-economics-and-finance | federal-government | liberals | sydney-2000 | badgerys-creek-2171 | australia | nsw,False,True,True,False,False,specific_finance_metadata,
para-00007,Australian wage rates are very high by international standards.,mostly true,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/nov/14/maurice-newman/are-australian-wages-very-high-international-stand/index.html,,"['Economy', 'Employment', 'Industrial relations']",Maurice Newman,"Michael Koziol, Peter Fray",,Are Australian wages very high by international standards?,"Thursday, November 14, 2013 at 11:01 a.m.",,['Australia'],train,australian wage rates are very high by international standards,"['Economy', 'Employment', 'Industrial relations']",[],Economy | Employment | Industrial relations,,economy | employment | industrial relations | ,9,pandora.nla.gov.au,True,mostly true,economy | employment | industrial relations | ,False,True,False,False,False,specific_finance_metadata,genuine
tron-01509,Donald Trump Invested in Carrier Parent Company,mostly truth!,https://www.truthorfiction.com/trump-invested-carrier-parent-company/,,government,,,"['donald trump', 'government waste', 'taxes']",Donald Trump Invested in Carrier Parent Company,"Dec 5, 2016",,['None'],train,donald trump invested in carrier parent company,['government'],"['donald trump', 'government waste', 'taxes']",government,donald trump | government waste | taxes,government | donald trump | government waste | taxes,7,www.truthorfiction.com,True,mostly truth!,government | donald trump | government waste | taxes,False,True,False,False,False,specific_finance_metadata,genuine
tron-02699,You have won the Netherlands Sweepstakes Lottery,fiction!,https://www.truthorfiction.com/dutchlottery/,,money-financial,,,,You have won the Netherlands Sweepstakes Lottery,"Mar 16, 2015",,['None'],train,you have won the netherlands sweepstakes lottery,['money-financial'],[],money-financial,,money-financial | ,7,www.truthorfiction.com,True,fiction!,money-financial | ,False,True,False,False,False,specific_finance_metadata,misleading
para-00109,Under this government... we've seen one manufacturing job lost every 19 minutes.,half-true,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/16/sophie-mirabella/mirabella-says-under-labor-australia-has-lost-manu/index.html,,"['Employment', 'Industrial relations', 'Manufacturing']",Sophie Mirabella,"Su-Lin Tan, David Humphries",,"Mirabella says under Labor, Australia has lost a manufacturing job every 19 minutes","Tuesday, July 16, 2013 at 5:51 p.m.",,['None'],train,under this government we ve seen one manufacturing job lost every 19 minutes,"['Employment', 'Industrial relations', 'Manufacturing']",[],Employment | Industrial relations | Manufacturing,,employment | industrial relations | manufacturing | ,12,pandora.nla.gov.au,True,half-true,employment | industrial relations | manufacturing | ,False,True,True,False,False,specific_finance_metadata,
para-00210,"Sales of 233,000 new cars (will be) affected by the (FBT) change",half-true,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/21/australian-salary-packagin-industry-association/crash-bingle-how-many-new-sales-affected-FBT-chang/index.html,,['Tax'],Australian Salary Packaging Industry Association,"Chris Pash, Peter Fray",,Crash or bingle? How many new sales affected by FBT changes?,"Wednesday, August 21, 2013 at 5:18 p.m.",,['None'],train,sales of 233 000 new cars will be affected by the fbt change,['Tax'],[],Tax,,tax | ,12,pandora.nla.gov.au,True,half-true,tax | ,False,True,False,False,False,specific_finance_metadata,
para-00187,We are currently borrowing from overseas to fund our foreign aid commitments.,mostly false,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/sep/06/andrew-robb/conjuring-trick-borrowing-overseas-and-then-sendin/index.html,,"['Economy', 'Foreign Aid']",Andrew Robb,"Ellie Harvey, Chris Pash, Peter Fray",,The Conjuring Trick: Borrowing overseas and then sending it back as foreign aid,"Friday, September 6, 2013 at 3:41 p.m.",,['None'],train,we are currently borrowing from overseas to fund our foreign aid commitments,"['Economy', 'Foreign Aid']",[],Economy | Foreign Aid,,economy | foreign aid | ,12,pandora.nla.gov.au,True,mostly false,economy | foreign aid | ,False,True,False,False,False,specific_finance_metadata,misleading
para-00167,Prime Minister Julia Gillard has guaranteed there would be a surplus 165 times.,true,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/may/27/tony-abbott/abbott-says-gillard-promised-surplus-165-times/index.html,,['Budget'],Tony Abbott,"Ellie Harvey, Alix Piatek, Peter Fray",,Abbott says Gillard promised a surplus 165 times,"Monday, May 27, 2013 at 4:59 p.m.",,['Julia_Gillard'],train,prime minister julia gillard has guaranteed there would be a surplus 165 times,['Budget'],[],Budget,,budget | ,13,pandora.nla.gov.au,True,true,budget | ,False,True,False,False,False,specific_finance_metadata,genuine
abbc-00171,"The claim: Tim Costello says foreign aid cuts make up 20 per cent of the budget savings, while aid expenditure is only 1.3 per cent of the total budget.",in-the-green,http://www.abc.net.au/news/2014-05-20/tim-costell-correct-on-budget-foreign-aid-cuts/5452698,"The claim: Tim Costello says foreign aid cuts make up 20 per cent of the budget savings, while aid expenditure is only 1.3 per cent of the total budget.","['federal-government', 'budget', 'foreign-affairs', 'relief-and-aid-organisations', 'australia']",,,"['federal-government', 'budget', 'foreign-affairs', 'relief-and-aid-organisations', 'australia']",Foreign aid cuts make up one fifth of budget savings,"Thu 22 May 2014, 4:33am",,['None'],train,the claim tim costello says foreign aid cuts make up 20 per cent of the budget savings while aid expenditure is only 1 3 per cent of the total budget,"['federal-government', 'budget', 'foreign-affairs', 'relief-and-aid-organisations', 'australia']","['federal-government', 'budget', 'foreign-affairs', 'relief-and-aid-organisations', 'australia']",federal-government | budget | foreign-affairs | relief-and-aid-organisations | australia,federal-government | budget | foreign-affairs | relief-and-aid-organisations | australia,federal-government | budget | foreign-affairs | relief-and-aid-organisations | australia | federal-government | budget | foreign-affairs | relief-and-aid-organisations | australia,29,www.abc.net.au,True,in-the-green,federal-government | budget | foreign-affairs | relief-and-aid-organisations | australia | federal-government | budget | foreign-affairs | relief-and-aid-organisations | australia,False,True,False,True,False,specific_finance_metadata,
para-00128,"Says Labor gave us the ""world’s biggest carbon tax"".",half-true,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/01/liberal-party-australia/Labor-carbon-tax-world-biggest/index.html,,['Carbon Tax'],Liberal Party of Australia,"Michael Koziol, Peter Fray",,"Labor gave us the ""world’s biggest"" carbon tax","Monday, July 1, 2013 at 4:29 p.m.",,['None'],train,says labor gave us the world s biggest carbon tax,['Carbon Tax'],[],Carbon Tax,,carbon tax | ,9,pandora.nla.gov.au,True,half-true,carbon tax | ,False,True,False,True,False,specific_finance_metadata,
farg-00273,"Claims Mark Zandi, the chief economist at Moody’s Analytics, is ""not a Democrat.""",false,https://www.factcheck.org/2016/08/clinton-plays-partisan-game/,,the-factcheck-wire,Hillary Clinton,Robert Farley,"['Presidential Election 2016', 'economy']",Clinton Plays Partisan Game,"August 17, 2016","[' Speech in Florida – Monday, August 8, 2016 ']",['None'],train,claims mark zandi the chief economist at moody s analytics is not a democrat,['the-factcheck-wire'],"['Presidential Election 2016', 'economy']",the-factcheck-wire,Presidential Election 2016 | economy,the-factcheck-wire | presidential election 2016 | economy,13,www.factcheck.org,True,false,the-factcheck-wire | presidential election 2016 | economy,False,True,False,False,False,specific_finance_metadata,misleading
para-00077,"Treasury believes if you reduce company tax, you increase pay, you increase GDP and you increase employment.",true,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/09/tony-abbott/cutting-companies-will-keep-both-bosses-and-worker/index.html,,"['Economy', 'Tax']",Tony Abbott,"Peter Martin, Peter Fray",,Cutting companies will keep both bosses and workers happy: Abbott,"Friday, August 9, 2013 at 9:04 a.m.",,['None'],train,treasury believes if you reduce company tax you increase pay you increase gdp and you increase employment,"['Economy', 'Tax']",[],Economy | Tax,,economy | tax | ,17,pandora.nla.gov.au,True,true,economy | tax | ,False,True,False,True,False,specific_finance_metadata,genuine
abbc-00388,The claim: Tony Abbott says Australian households will benefit to the tune of $550 a year if the carbon tax is axed.,in-between,http://www.abc.net.au/news/2014-06-27/tony-abbott-carbon-tax-savings-overstated-fact-check/5554748,The claim: Tony Abbott says Australian households will benefit to the tune of $550 a year if the carbon tax is axed.,"['environment', 'business-economics-and-finance', 'emissions-trading', 'abbott-tony', 'liberals', 'federal-government', 'australia']",,,"['environment', 'business-economics-and-finance', 'emissions-trading', 'abbott-tony', 'liberals', 'federal-government', 'australia']",Fact check: Tony Abbott overstating household savings from axing the carbon tax,"Fri 27 Jun 2014, 9:14am",,"['Australia', 'Tony_Abbott']",train,the claim tony abbott says australian households will benefit to the tune of 550 a year if the carbon tax is axed,"['environment', 'business-economics-and-finance', 'emissions-trading', 'abbott-tony', 'liberals', 'federal-government', 'australia']","['environment', 'business-economics-and-finance', 'emissions-trading', 'abbott-tony', 'liberals', 'federal-government', 'australia']",environment | business-economics-and-finance | emissions-trading | abbott-tony | liberals | federal-government | australia,environment | business-economics-and-finance | emissions-trading | abbott-tony | liberals | federal-government | australia,environment | business-economics-and-finance | emissions-trading | abbott-tony | liberals | federal-government | australia | environment | business-economics-and-finance | emissions-trading | abbott-tony | liberals | federal-government | australia,22,www.abc.net.au,True,in-between,environment | business-economics-and-finance | emissions-trading | abbott-tony | liberals | federal-government | australia | environment | business-economics-and-finance | emissions-trading | abbott-tony | liberals | federal-government | australia,False,True,True,True,False,specific_finance_metadata,
