claimID,claim,label,claimURL,reason,categories,speaker,checker,tags,article title,publish date,climate,entities,original_split,claim_normalised,categories_list,tags_list,category_text,tag_text,metadata_text,word_count,factcheck_domain,finance_metadata_match
snes-06169,An illustration from a withdrawn Yellow Pages ad reveals a risqué image when a portion of it is viewed upside-down.,true,https://www.snopes.com/fact-check/i-am-curious-yellow-pages/,,Risqué Business,,David Mikkelson,,I Am Curious (Yellow Pages),7 January 2006,,['None'],train,an illustration from a withdrawn yellow pages ad reveals a risqué image when a portion of it is viewed upside down,['Risqué Business'],[],Risqué Business,,risqué business | ,20,www.snopes.com,True
snes-00405,Did Harley Davidson’s CEO Call President Trump ‘a Moron’?,false,https://www.snopes.com/fact-check/did-ceo-harley-davidson-trump-moron/,,Business,,Kim LaCapria,,Did Harley Davidson’s CEO Call President Trump ‘a Moron’?,27 June 2018,,['None'],train,did harley davidson s ceo call president trump a moron,['Business'],[],Business,,business | ,9,www.snopes.com,True
para-00099,Labor put Australia among the top ten foreign aid givers worldwide.,mostly true,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/26/andrew-leigh/how-generous-australia-foreign-aid/index.html,,['Budget'],Andrew Leigh,"Michael Koziol, Peter Fray",,How generous is Australia on foreign aid?,"Friday, July 26, 2013 at 5:04 p.m.",,['None'],train,labor put australia among the top ten foreign aid givers worldwide,['Budget'],[],Budget,,budget | ,11,pandora.nla.gov.au,True
abbc-00194,"The claim: Clive Palmer is constantly referred to as a billionaire in the media, but the man himself has been vague on the details of his wealth.",in-the-green,http://www.abc.net.au/news/2013-11-25/clive-palmer-is-a-billionaire/5002500,"The claim: Clive Palmer is constantly referred to as a billionaire in the media, but the man himself has been vague on the details of his wealth.","['clive-palmer', 'minor-parties', 'federal-government', 'mining-industry', 'business-economics-and-finance', 'qld', 'coolum-beach-4573', 'maroochydore-4558', 'australia']",,,"['clive-palmer', 'minor-parties', 'federal-government', 'mining-industry', 'business-economics-and-finance', 'qld', 'coolum-beach-4573', 'maroochydore-4558', 'australia']",Doing the sums: How much is Clive Palmer worth?,"Wed 22 Jan 2014, 4:34am",,['None'],train,the claim clive palmer is constantly referred to as a billionaire in the media but the man himself has been vague on the details of his wealth,"['clive-palmer', 'minor-parties', 'federal-government', 'mining-industry', 'business-economics-and-finance', 'qld', 'coolum-beach-4573', 'maroochydore-4558', 'australia']","['clive-palmer', 'minor-parties', 'federal-government', 'mining-industry', 'business-economics-and-finance', 'qld', 'coolum-beach-4573', 'maroochydore-4558', 'australia']",clive-palmer | minor-parties | federal-government | mining-industry | business-economics-and-finance | qld | coolum-beach-4573 | maroochydore-4558 | australia,clive-palmer | minor-parties | federal-government | mining-industry | business-economics-and-finance | qld | coolum-beach-4573 | maroochydore-4558 | australia,clive-palmer | minor-parties | federal-government | mining-industry | business-economics-and-finance | qld | coolum-beach-4573 | maroochydore-4558 | australia | clive-palmer | minor-parties | federal-government | mining-industry | business-economics-and-finance | qld | coolum-beach-4573 | maroochydore-4558 | australia,27,www.abc.net.au,True
tron-00547,General Mills Donates to Local Food Bank With Every Text,outdated!,https://www.truthorfiction.com/general-mills-food-bank-text/,,business,,,"['facebook', 'products']",General Mills Donates to Local Food Bank With Every Text,"Mar 7, 2017",,['None'],train,general mills donates to local food bank with every text,['business'],"['facebook', 'products']",business,facebook | products,business | facebook | products,10,www.truthorfiction.com,True
snes-04196,A KFC promotion offered Extra Crispy Sunscreen to consumers.,true,https://www.snopes.com/fact-check/kfc-extra-crispy-sunscreen/,,Business,,Dan Evon,,KFC Extra Crispy Sunscreen,23 August 2016,,['None'],train,a kfc promotion offered extra crispy sunscreen to consumers,['Business'],[],Business,,business | ,9,www.snopes.com,True
abbc-00414,The claim: Christopher Pyne says since 2008 Labor has shrunk the international student industry by about a quarter.,in-between,http://www.abc.net.au/news/2013-10-04/pyne-international-student-failure/4994330,The claim: Christopher Pyne says since 2008 Labor has shrunk the international student industry by about a quarter.,"['education', 'federal-government', 'liberals', 'university-and-further-education', 'business-economics-and-finance', 'australia']",,,"['education', 'federal-government', 'liberals', 'university-and-further-education', 'business-economics-and-finance', 'australia']",Christopher Pyne exaggerates Labor's international student 'failure',"Thu 10 Oct 2013, 11:58pm",,['None'],train,the claim christopher pyne says since 2008 labor has shrunk the international student industry by about a quarter,"['education', 'federal-government', 'liberals', 'university-and-further-education', 'business-economics-and-finance', 'australia']","['education', 'federal-government', 'liberals', 'university-and-further-education', 'business-economics-and-finance', 'australia']",education | federal-government | liberals | university-and-further-education | business-economics-and-finance | australia,education | federal-government | liberals | university-and-further-education | business-economics-and-finance | australia,education | federal-government | liberals | university-and-further-education | business-economics-and-finance | australia | education | federal-government | liberals | university-and-further-education | business-economics-and-finance | australia,18,www.abc.net.au,True
snes-04785,"Budweiser is changing its name to ""America.""",mostly true,https://www.snopes.com/fact-check/budweiser-changing-name-america/,,Business,,Kim LaCapria,,Budweiser Changing Its Name to ‘America’,10 May 2016,,['United_States'],train,budweiser is changing its name to america,['Business'],[],Business,,business | ,7,www.snopes.com,True
snes-03370,Macy's pulled funding from Planned Parenthood in December 2016 under pressure from anti-abortion groups.,unproven,https://www.snopes.com/fact-check/did-macys-pull-support-from-planned-parenthood/,,Business,,Kim LaCapria,,Did Macy’s Pull Support from Planned Parenthood?,12 December 2016,,['None'],train,macy s pulled funding from planned parenthood in december 2016 under pressure from anti abortion groups,['Business'],[],Business,,business | ,14,www.snopes.com,True
para-00142,"Counting those that work more than an ""hour a week"" as employed is a ""gross distortion"" of Australia's unemployment rate.",half-true,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jun/21/nick-xenophon/Counting-hour-week-gross-distortion-unemployment-r/index.html,,"['Economy', 'Employment']",Nick Xenophon,"Michael Koziol, Peter Fray",,"Counting those that work more than an ""hour a week"" as employed is a ""gross distortion"" of Australia's unemployment rate.","Friday, June 21, 2013 at 6:29 p.m.",,['Australia'],train,counting those that work more than an hour a week as employed is a gross distortion of australia s unemployment rate,"['Economy', 'Employment']",[],Economy | Employment,,economy | employment | ,20,pandora.nla.gov.au,True
snes-04315,"If you swipe a chipped card debit/credit at a point-of-sale terminal instead of inserting it into the reader, you become liable for any fraudulent transactions.",false,https://www.snopes.com/fact-check/customer-liability-for-chipped-card-emv-fraud/,,Business,,Kim LaCapria,,Customer Liability for Chipped Card (EMV) Fraud,4 August 2016,,['None'],train,if you swipe a chipped card debit credit at a point of sale terminal instead of inserting it into the reader you become liable for any fraudulent transactions,['Business'],[],Business,,business | ,25,www.snopes.com,True
tron-00528,Woman Finds Severed Human Finger Found in Bowl of Wendy’s Chili,fiction!,https://www.truthorfiction.com/severed-human-finger-in-wendys-chili/,,business,,,"['business', 'fastfood']",Woman Finds Severed Human Finger Found in Wendy’s Chili,"Oct 18, 2017",,['None'],train,woman finds severed human finger found in bowl of wendy s chili,['business'],"['business', 'fastfood']",business,business | fastfood,business | business | fastfood,11,www.truthorfiction.com,True
snes-02652,Babies born in-flight are given free air travel by the airline for the rest of their lives.,mostly false,https://www.snopes.com/fact-check/baby-carriage/,,Business,,David Mikkelson,,Babies Born In-Flight Get Free Air Travel for Life?,7 March 2000,,['None'],train,babies born in flight are given free air travel by the airline for the rest of their lives,['Business'],[],Business,,business | ,17,www.snopes.com,True
abbc-00398,"The claim: Clive Palmer is often referred to as a billionaire, but is he?",in-between,http://www.abc.net.au/news/2014-01-22/clive-palmer-billionaire-status-uncertain/5205704,"The claim: Clive Palmer is often referred to as a billionaire, but is he?","['minor-parties', 'federal-government', 'mining-industry', 'business-economics-and-finance', 'clive-palmer', 'australia', 'qld']",,,"['minor-parties', 'federal-government', 'mining-industry', 'business-economics-and-finance', 'clive-palmer', 'australia', 'qld']",Clive Palmer's billionaire status no longer certain,"Wed 22 Jan 2014, 4:45am",,['None'],train,the claim clive palmer is often referred to as a billionaire but is he,"['minor-parties', 'federal-government', 'mining-industry', 'business-economics-and-finance', 'clive-palmer', 'australia', 'qld']","['minor-parties', 'federal-government', 'mining-industry', 'business-economics-and-finance', 'clive-palmer', 'australia', 'qld']",minor-parties | federal-government | mining-industry | business-economics-and-finance | clive-palmer | australia | qld,minor-parties | federal-government | mining-industry | business-economics-and-finance | clive-palmer | australia | qld,minor-parties | federal-government | mining-industry | business-economics-and-finance | clive-palmer | australia | qld | minor-parties | federal-government | mining-industry | business-economics-and-finance | clive-palmer | australia | qld,14,www.abc.net.au,True
abbc-00052,"As opposition leader, Tony Abbott promised on at least 12 separate occasions in 2013 not to make any unexpected adverse, negative or detrimental changes to superannuation.",in-the-red,http://www.abc.net.au/news/2014-11-07/no-adverse-changes-to-superannuation-promise-check/5734364,,"['business-economics-and-finance', 'superannuation', 'federal-government', 'abbott-tony', 'liberals', 'australia']",,,"['business-economics-and-finance', 'superannuation', 'federal-government', 'abbott-tony', 'liberals', 'australia']",Promise check: No unexpected adverse changes to superannuation,"Sun 8 May 2016, 8:08am",,['Tony_Abbott'],train,as opposition leader tony abbott promised on at least 12 separate occasions in 2013 not to make any unexpected adverse negative or detrimental changes to superannuation,"['business-economics-and-finance', 'superannuation', 'federal-government', 'abbott-tony', 'liberals', 'australia']","['business-economics-and-finance', 'superannuation', 'federal-government', 'abbott-tony', 'liberals', 'australia']",business-economics-and-finance | superannuation | federal-government | abbott-tony | liberals | australia,business-economics-and-finance | superannuation | federal-government | abbott-tony | liberals | australia,business-economics-and-finance | superannuation | federal-government | abbott-tony | liberals | australia | business-economics-and-finance | superannuation | federal-government | abbott-tony | liberals | australia,26,www.abc.net.au,True
abbc-00071,The claim: Chris Bowen says the Government's changes to financial advice laws will bring back the type of commissions that encouraged financial advisers to recommend risky investments.,in-the-red,http://www.abc.net.au/news/2014-06-02/chris-bowen-scaremongering-on-commissions-for-financial-advisers/5430672,The claim: Chris Bowen says the Government's changes to financial advice laws will bring back the type of commissions that encouraged financial advisers to recommend risky investments.,"['law-crime-and-justice', 'business-economics-and-finance', 'consumer-finance', 'consumer-protection', 'superannuation', 'chris-bowen', 'regulation', 'political-parties', 'alp', 'government-and-politics', 'australia']",,,"['law-crime-and-justice', 'business-economics-and-finance', 'consumer-finance', 'consumer-protection', 'superannuation', 'chris-bowen', 'regulation', 'political-parties', 'alp', 'government-and-politics', 'australia']",Fact check: Chris Bowen scaremongering on return of old-style commissions for financial advisers,"Wed 25 Jun 2014, 7:05am",,['None'],train,the claim chris bowen says the government s changes to financial advice laws will bring back the type of commissions that encouraged financial advisers to recommend risky investments,"['law-crime-and-justice', 'business-economics-and-finance', 'consumer-finance', 'consumer-protection', 'superannuation', 'chris-bowen', 'regulation', 'political-parties', 'alp', 'government-and-politics', 'australia']","['law-crime-and-justice', 'business-economics-and-finance', 'consumer-finance', 'consumer-protection', 'superannuation', 'chris-bowen', 'regulation', 'political-parties', 'alp', 'government-and-politics', 'australia']",law-crime-and-justice | business-economics-and-finance | consumer-finance | consumer-protection | superannuation | chris-bowen | regulation | political-parties | alp | government-and-politics | australia,law-crime-and-justice | business-economics-and-finance | consumer-finance | consumer-protection | superannuation | chris-bowen | regulation | political-parties | alp | government-and-politics | australia,law-crime-and-justice | business-economics-and-finance | consumer-finance | consumer-protection | superannuation | chris-bowen | regulation | political-parties | alp | government-and-politics | australia | law-crime-and-justice | business-economics-and-finance | consumer-finance | consumer-protection | superannuation | chris-bowen | regulation | political-parties | alp | government-and-politics | australia,27,www.abc.net.au,True
snes-06247,Bible Verses on In-N-Out Burger Food Products,true,https://www.snopes.com/fact-check/in-n-out/,,Business,,Snopes Staff,,Do In-N-Out Burger Food Containers Include Bible Verses?,7 December 2002,,['None'],train,bible verses on in n out burger food products,['Business'],[],Business,,business | ,7,www.snopes.com,True
para-00097,There is virtually no prospect that the US will adopt a cap and trade system [to deal with climate change] at any point in the period to 2020.,mostly true,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/30/greg-hunt/might-us-adopt-cap-and-trade-2020/index.html,,"['Carbon Tax', 'Climate change', 'Environment']",Greg Hunt,"Becky Bowers, Ellie Harvey, Bill Adair, Peter Fray",,Greg Hunt says US won't adopt cap and trade by 2020,"Tuesday, July 30, 2013 at 10:04 a.m.",,['None'],train,there is virtually no prospect that the us will adopt a cap and trade system to deal with climate change at any point in the period to 2020,"['Carbon Tax', 'Climate change', 'Environment']",[],Carbon Tax | Climate change | Environment,,carbon tax | climate change | environment | ,28,pandora.nla.gov.au,True
snes-04478,The streaming music service Pandora endorsed the Black Lives Matter movement while ignoring the deaths of Dallas police officers.,mixture,https://www.snopes.com/fact-check/pandora-black-lives-matter-protest/,,Business,,Dan Evon,,Pandora Endorses Black Lives Matter?,11 July 2016,,['Dallas'],train,the streaming music service pandora endorsed the black lives matter movement while ignoring the deaths of dallas police officers,['Business'],[],Business,,business | ,19,www.snopes.com,True
para-00047,Labor have a record of treating the defence portfolio as their own political plaything and have ripped $30 billion out of the defence budget since 2009.,half-true,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/28/david-johnston/johnston-takes-potshot-labors-military-cuts/index.html,,"['Budget', 'Defence']",David Johnston,"Jonathan Pearlman, Peter Fray",,Johnston takes a (pot)shot at Labor's military cuts,"Wednesday, August 28, 2013 at 5:34 p.m.",,['None'],train,labor have a record of treating the defence portfolio as their own political plaything and have ripped 30 billion out of the defence budget since 2009,"['Budget', 'Defence']",[],Budget | Defence,,budget | defence | ,26,pandora.nla.gov.au,True
para-00179,"Australia is facing the ""second largest revenue write-down since the Great Depression"".",true,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/may/15/wayne-swan/treasurer-swan-says-we-face-second-largest-revenue/index.html,,"['Budget', 'Economy', 'Finance']",Wayne Swan,"Chris Pash, Peter Fray",,Treasurer Swan says we face second largest revenue write-down since the Great Depression,"Wednesday, May 15, 2013 at 3:57 p.m.",,"['Australia', 'Great_Depression']",train,australia is facing the second largest revenue write down since the great depression,"['Budget', 'Economy', 'Finance']",[],Budget | Economy | Finance,,budget | economy | finance | ,12,pandora.nla.gov.au,True
tron-00581,$200 Home Depot Coupon,fiction!,https://www.truthorfiction.com/200-home-depot-coupon/,,business,,,,$200 Home Depot Coupon,"May 8, 2015",,['None'],train,200 home depot coupon,['business'],[],business,,business | ,4,www.truthorfiction.com,True
snes-06357,"A test message slipped into a live mailing, resulting in prospective customers receiving letters that greeted them with the salutation ""Dear Rich Bastard.""",true,https://www.snopes.com/fact-check/dear-rich-bastard/,,Business,,Snopes Staff,,‘Dear Rich Bastard’ Letter,17 March 2000,,['None'],train,a test message slipped into a live mailing resulting in prospective customers receiving letters that greeted them with the salutation dear rich bastard,['Business'],[],Business,,business | ,23,www.snopes.com,True
snes-02458,A customer closed out his million-dollar account after his bank refused to validate a 50-cent parking ticket.,true,https://www.snopes.com/fact-check/million-error/,,Business,,David Mikkelson,,Million Error,31 December 1998,,['None'],train,a customer closed out his million dollar account after his bank refused to validate a 50 cent parking ticket,['Business'],[],Business,,business | ,17,www.snopes.com,True
snes-03051,Washing instruction tags on Tom Bihn bags carry a hidden message in French disparaging the president.,mixture,https://www.snopes.com/fact-check/bihn-label/,,Business,,David Mikkelson,,Do Tom Bihn Bags Carry a Hidden Message About the President?,10 June 2004,,['France'],train,washing instruction tags on tom bihn bags carry a hidden message in french disparaging the president,['Business'],[],Business,,business | ,16,www.snopes.com,True
snes-02941,"Burger King has introduced a new ""adult meal"" for Valentine's Day that includes a sex toy.",mixture,https://www.snopes.com/fact-check/burger-king-adult-meal/,,Business,,Kim LaCapria,,Is Burger King Distributing ‘Adult Meals’ and Toys for Valentine’s Day?,14 February 2017,,['None'],train,burger king has introduced a new adult meal for valentine s day that includes a sex toy,['Business'],[],Business,,business | ,16,www.snopes.com,True
snes-02757,Sophia Stewart won a large judgment in a copyright infringement suit over authorship of the film The Matrix.,false,https://www.snopes.com/fact-check/sophia-stewart-matrix-lawsuit/,,Business,,David Mikkelson,,Did a Woman Win a Billion-Dollar ‘Matrix’ Lawsuit Over Copyright Infringement?,8 August 2005,,['None'],train,sophia stewart won a large judgment in a copyright infringement suit over authorship of the film the matrix,['Business'],[],Business,,business | ,18,www.snopes.com,True
tron-02693,Detroit Loses Money on $30 Parking Tickets,previously truth! now resolved!,https://www.truthorfiction.com/detroit-loses-money-on-30-dollar-parking-tickets/,,money-financial,,,,Detroit Loses Money on $30 Parking Tickets – Previously Truth! Now Resolved!,"Mar 17, 2015",,['None'],train,detroit loses money on 30 parking tickets,['money-financial'],[],money-financial,,money-financial | ,7,www.truthorfiction.com,True
para-00043,"The public service is 20,000 larger in Canberra than what it was when we were last in government.",false,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/30/joe-hockey/public-service-growth-numbers-dont-add/index.html,,"['Budget', 'Public Service']",Joe Hockey,"Peter Martin, Peter Fray",,Public service growth: the numbers don't add up,"Friday, August 30, 2013 at 8:34 a.m.",,['Canberra'],train,the public service is 20 000 larger in canberra than what it was when we were last in government,"['Budget', 'Public Service']",[],Budget | Public Service,,budget | public service | ,18,pandora.nla.gov.au,True
snes-03954,The Ford Motor Company donated $100 million to the Black Lives Matter movement.,false,https://www.snopes.com/fact-check/ford-motors-funds-black-lives-matter/,,Business,,Kim LaCapria,,Ford Motors Funds Black Lives Matter,26 September 2016,,['None'],train,the ford motor company donated 100 million to the black lives matter movement,['Business'],[],Business,,business | ,13,www.snopes.com,True
abbc-00070,"The claim: Tony Abbott says emissions trading schemes are being discarded around the world, not adopted",in-the-red,http://www.abc.net.au/news/2014-07-09/tony-abbott-emissions-trading-around-the-world-fact-check/5559430,"The claim: Tony Abbott says emissions trading schemes are being discarded around the world, not adopted","['environment', 'government-and-politics', 'emissions-trading', 'business-economics-and-finance', 'abbott-tony', 'liberals', 'australia']",,,"['environment', 'government-and-politics', 'emissions-trading', 'business-economics-and-finance', 'abbott-tony', 'liberals', 'australia']",Fact check: Tony Abbott's claim carbon schemes being discarded doesn't check out,"Fri 11 Jul 2014, 1:36am",,['Tony_Abbott'],train,the claim tony abbott says emissions trading schemes are being discarded around the world not adopted,"['environment', 'government-and-politics', 'emissions-trading', 'business-economics-and-finance', 'abbott-tony', 'liberals', 'australia']","['environment', 'government-and-politics', 'emissions-trading', 'business-economics-and-finance', 'abbott-tony', 'liberals', 'australia']",environment | government-and-politics | emissions-trading | business-economics-and-finance | abbott-tony | liberals | australia,environment | government-and-politics | emissions-trading | business-economics-and-finance | abbott-tony | liberals | australia,environment | government-and-politics | emissions-trading | business-economics-and-finance | abbott-tony | liberals | australia | environment | government-and-politics | emissions-trading | business-economics-and-finance | abbott-tony | liberals | australia,16,www.abc.net.au,True
abbc-00311,The claim: Shadow treasurer Chris Bowen says the top 10 per cent of income earners get more than 30 per cent of tax concessions in superannuation.,in-between,http://www.abc.net.au/news/2015-04-21/super-tax-concessions-fc/6365098,The claim: Shadow treasurer Chris Bowen says the top 10 per cent of income earners get more than 30 per cent of tax concessions in superannuation.,"['tax', 'government-and-politics', 'alp', 'australia']",,,"['tax', 'government-and-politics', 'alp', 'australia']","Fact check: Are superannuation tax breaks fair, or do they favour the rich?","Thu 3 Mar 2016, 1:47am",,['None'],train,the claim shadow treasurer chris bowen says the top 10 per cent of income earners get more than 30 per cent of tax concessions in superannuation,"['tax', 'government-and-politics', 'alp', 'australia']","['tax', 'government-and-politics', 'alp', 'australia']",tax | government-and-politics | alp | australia,tax | government-and-politics | alp | australia,tax | government-and-politics | alp | australia | tax | government-and-politics | alp | australia,26,www.abc.net.au,True
snes-05898,An Article accurately compares the salaries of top executives of several large charitable organizations.,outdated,https://www.snopes.com/fact-check/executive-salaries-charities/,,Business,,David Mikkelson,,Think Before You Donate!,14 November 2005,,['None'],train,an article accurately compares the salaries of top executives of several large charitable organizations,['Business'],[],Business,,business | ,14,www.snopes.com,True
snes-05621,Are Cell Phone Numbers Being Given to Telemarketers?,false,https://www.snopes.com/fact-check/cell-phone-numbers-given-telemarketers/,,Business,,David Mikkelson,,Are Cell Phone Numbers Being Given to Telemarketers?,10 December 2004,,['None'],train,are cell phone numbers being given to telemarketers,['Business'],[],Business,,business | ,8,www.snopes.com,True
abbc-00259,"The notion that Australia is becoming less equal has become a point of contention in political debate, with Opposition Leader Bill Shorten claiming ""the deck is stacked against ordinary people"".",in-between,http://www.abc.net.au/news/2017-08-16/fact-check-income-inequality-has-it-improved/8804976,"Mr Morrison's claim is unjustified. The evidence Mr Morrison puts forward to support his claim focuses on a relatively short time frame and is subject to volatility. Furthermore, his claim is underpinned by income data from the 2016 census that is potentially problematic, and unpublished calculations that have not been released for independent scrutiny. Experts contacted by Fact Check broadly agree: Australia is less equal today than it was in, say, 1981. And the broad trend over the decades since the early 1980s would appear to point to widening disparity. However, the experts are not united about what has happened in recent years. Some suggest inequality has got no worse, while others suggest it has. This uncertainty is also reflected in the data: one credible set of figures shows a slight deterioration of inequality, another one a slight improvement. Mr Morrison was excessively definitive in the face of data which is not definitive.","['scott-morrison', 'liberals', 'economic-trends', 'australia']",,,"['scott-morrison', 'liberals', 'economic-trends', 'australia']",Fact check: Does the data show that income inequality has fallen?,"Tue 29 Aug 2017, 8:48am",,"['Bill_Shorten', 'Australia']",train,the notion that australia is becoming less equal has become a point of contention in political debate with opposition leader bill shorten claiming the deck is stacked against ordinary people,"['scott-morrison', 'liberals', 'economic-trends', 'australia']","['scott-morrison', 'liberals', 'economic-trends', 'australia']",scott-morrison | liberals | economic-trends | australia,scott-morrison | liberals | economic-trends | australia,scott-morrison | liberals | economic-trends | australia | scott-morrison | liberals | economic-trends | australia,30,www.abc.net.au,True
abbc-00212,The claim: Chris Bowen says the Coalition's proposed paid parental leave scheme will cost Australian investors $1.6 billion.,in-the-green,http://www.abc.net.au/news/2013-08-27/chris-bowen-correct-parental-leave-scheme/4915222,The claim: Chris Bowen says the Coalition's proposed paid parental leave scheme will cost Australian investors $1.6 billion.,"['federal-elections', 'federal-government', 'chris-bowen', 'business-economics-and-finance', 'parenting', 'alp', 'australia']",,,"['federal-elections', 'federal-government', 'chris-bowen', 'business-economics-and-finance', 'parenting', 'alp', 'australia']",Chris Bowen correct on investor impact of parental leave scheme,"Wed 28 Aug 2013, 9:42am",,"['Australia', 'Coalition_(Australia)']",train,the claim chris bowen says the coalition s proposed paid parental leave scheme will cost australian investors 1 6 billion,"['federal-elections', 'federal-government', 'chris-bowen', 'business-economics-and-finance', 'parenting', 'alp', 'australia']","['federal-elections', 'federal-government', 'chris-bowen', 'business-economics-and-finance', 'parenting', 'alp', 'australia']",federal-elections | federal-government | chris-bowen | business-economics-and-finance | parenting | alp | australia,federal-elections | federal-government | chris-bowen | business-economics-and-finance | parenting | alp | australia,federal-elections | federal-government | chris-bowen | business-economics-and-finance | parenting | alp | australia | federal-elections | federal-government | chris-bowen | business-economics-and-finance | parenting | alp | australia,18,www.abc.net.au,True
snes-02850,"Large corporations routinely take out ""dead peasant"" insurance policies on low-level employees to be paid out as executive bonuses.",mixture,https://www.snopes.com/fact-check/cash-out-your-dead/,,Business,,Kim LaCapria,,Dead Peasant Insurance,18 March 2005,,['None'],train,large corporations routinely take out dead peasant insurance policies on low level employees to be paid out as executive bonuses,['Business'],[],Business,,business | ,19,www.snopes.com,True
tron-00529,"Dollar Tree Closing All Stores in October 2017, Sold Items too Cheap to Profit",fiction!,https://www.truthorfiction.com/dollar-tree-closing-stores-october/,,business,,,"['business', 'facebook', 'fake news']","Dollar Tree Closing All Stores in October 2017, Sold Items too Cheap to Profit","Sep 20, 2017",,['None'],train,dollar tree closing all stores in october 2017 sold items too cheap to profit,['business'],"['business', 'facebook', 'fake news']",business,business | facebook | fake news,business | business | facebook | fake news,14,www.truthorfiction.com,True
thet-00016,Claim youth unemployment lower in Scotland than UK is True,true,https://theferret.scot/youth-unemployment-scottish-government-fact-check/,,Employment Fact check Politics ,,,,Claim youth unemployment lower in Scotland than UK is True,"April 23, 2018",,['Scotland'],train,claim youth unemployment lower in scotland than uk is true,['Employment Fact check Politics'],[],Employment Fact check Politics,,employment fact check politics | ,10,theferret.scot,True
abbc-00169,The claim: Tony Abbott says the reintroduction of fuel excise indexation will cost the average family 40 cents a week in the first year.,in-the-green,http://www.abc.net.au/news/2014-06-04/will-the-fuel-excise-change-cost-families-only-40c-a-week/5457202,The claim: Tony Abbott says the reintroduction of fuel excise indexation will cost the average family 40 cents a week in the first year.,"['federal-government', 'business-economics-and-finance', 'abbott-tony', 'liberals', 'government-and-politics', 'australia']",,,"['federal-government', 'business-economics-and-finance', 'abbott-tony', 'liberals', 'government-and-politics', 'australia']",Fact check: Will Abbott's fuel excise hike cost families 40c a week?,"Wed 4 Jun 2014, 2:02am",,['Tony_Abbott'],train,the claim tony abbott says the reintroduction of fuel excise indexation will cost the average family 40 cents a week in the first year,"['federal-government', 'business-economics-and-finance', 'abbott-tony', 'liberals', 'government-and-politics', 'australia']","['federal-government', 'business-economics-and-finance', 'abbott-tony', 'liberals', 'government-and-politics', 'australia']",federal-government | business-economics-and-finance | abbott-tony | liberals | government-and-politics | australia,federal-government | business-economics-and-finance | abbott-tony | liberals | government-and-politics | australia,federal-government | business-economics-and-finance | abbott-tony | liberals | government-and-politics | australia | federal-government | business-economics-and-finance | abbott-tony | liberals | government-and-politics | australia,24,www.abc.net.au,True
abbc-00149,"In a leaders debate on August 11, 2013, then opposition leader Tony Abbott pledged to decide on a site for Sydney's second airport within his first term of government if elected.",in-the-green,http://www.abc.net.au/news/2014-11-07/decide-on-a-site-for-a-second-sydney-airport-promise-check/5868002,,"['air-transport', 'industry', 'business-economics-and-finance', 'federal-government', 'liberals', 'sydney-2000', 'badgerys-creek-2171', 'australia', 'nsw']",,,"['air-transport', 'industry', 'business-economics-and-finance', 'federal-government', 'liberals', 'sydney-2000', 'badgerys-creek-2171', 'australia', 'nsw']",Promise check: Decide on a site for a second Sydney airport,"Sun 8 May 2016, 8:08am",,"['Tony_Abbott', 'Sydney']",train,in a leaders debate on august 11 2013 then opposition leader tony abbott pledged to decide on a site for sydney s second airport within his first term of government if elected,"['air-transport', 'industry', 'business-economics-and-finance', 'federal-government', 'liberals', 'sydney-2000', 'badgerys-creek-2171', 'australia', 'nsw']","['air-transport', 'industry', 'business-economics-and-finance', 'federal-government', 'liberals', 'sydney-2000', 'badgerys-creek-2171', 'australia', 'nsw']",air-transport | industry | business-economics-and-finance | federal-government | liberals | sydney-2000 | badgerys-creek-2171 | australia | nsw,air-transport | industry | business-economics-and-finance | federal-government | liberals | sydney-2000 | badgerys-creek-2171 | australia | nsw,air-transport | industry | business-economics-and-finance | federal-government | liberals | sydney-2000 | badgerys-creek-2171 | australia | nsw | air-transport | industry | business-economics-and-finance | federal-government | liberals | sydney-2000 | badgerys-creek-2171 | australia | nsw,31,www.abc.net.au,True
para-00007,Australian wage rates are very high by international standards.,mostly true,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/nov/14/maurice-newman/are-australian-wages-very-high-international-stand/index.html,,"['Economy', 'Employment', 'Industrial relations']",Maurice Newman,"Michael Koziol, Peter Fray",,Are Australian wages very high by international standards?,"Thursday, November 14, 2013 at 11:01 a.m.",,['Australia'],train,australian wage rates are very high by international standards,"['Economy', 'Employment', 'Industrial relations']",[],Economy | Employment | Industrial relations,,economy | employment | industrial relations | ,9,pandora.nla.gov.au,True
