split,id,binary_label,binary_label_name,statement_original,statement_cleaned,leading_says_removed
full,6652,1,genuine,"Says that ""Tennessee law requires that schools receive half of proceeds -- $31 million per year"" -- from a half-cent increase in the Shelby County sales tax.","""Tennessee law requires that schools receive half of proceeds -- $31 million per year"" -- from a half-cent increase in the Shelby County sales tax.",True
full,2528,0,misleading,"Says Robert Hurt ""supports the tax loopholes that send American jobs overseas.","Robert Hurt ""supports the tax loopholes that send American jobs overseas.",True
full,9180,0,misleading,"Says a $12.5 million incentive deal she approved for Abbott Laboratories contained ""strong protections for taxpayers if job creation goals were not met.","a $12.5 million incentive deal she approved for Abbott Laboratories contained ""strong protections for taxpayers if job creation goals were not met.",True
full,1495,1,genuine,"Says she was the ""the only Democrat who voted against the Wall Street bailout.","she was the ""the only Democrat who voted against the Wall Street bailout.",True
full,10300,1,genuine,"Says he was known as ""Veto Corleone"" for cutting spending as Florida governor.","he was known as ""Veto Corleone"" for cutting spending as Florida governor.",True
full,5769,0,misleading,"Says that under President Obama, there's been a substantial increase in federal government jobs.","under President Obama, there's been a substantial increase in federal government jobs.",True
full,4839,1,genuine,Says federal spending has increased 21 percent over the past three years.,federal spending has increased 21 percent over the past three years.,True
full,7604,1,genuine,"Says ""our deficits are falling at the fastest rate in 60 years.","""our deficits are falling at the fastest rate in 60 years.",True
full,6863,0,misleading,"Says Virginia economic development officials ""decided they didn't want to bid on"" his company's electric automobile plant.","Virginia economic development officials ""decided they didn't want to bid on"" his company's electric automobile plant.",True
full,6958,1,genuine,Says he and Mitt Romney agreed on tying minimum wage increases to inflation.,he and Mitt Romney agreed on tying minimum wage increases to inflation.,True
full,12054,1,genuine,"Says Hillary Clinton ""supported North American Free Trade Agreement), and she supported China's entrance into the World Trade Organization…. She supported the job-killing trade deal with South Korea. She supported the Trans-Pacific Partnership.","Hillary Clinton ""supported North American Free Trade Agreement), and she supported China's entrance into the World Trade Organization…. She supported the job-killing trade deal with South Korea. She supported the Trans-Pacific Partnership.",True
full,8356,0,misleading,"Says President Barack Obama ""spent nearly a trillion dollars on make-work government jobs.","President Barack Obama ""spent nearly a trillion dollars on make-work government jobs.",True
full,6583,0,misleading,"Says U.S. Senate candidate Tommy Thompson supports a plan for ""privatizing Social Security.","U.S. Senate candidate Tommy Thompson supports a plan for ""privatizing Social Security.",True
full,12670,0,misleading,"Says Ohio's I-X Center ""used to be a great plant,"" but ""thousands of people of worked here, and they left"" when their jobs were moved overseas.","Ohio's I-X Center ""used to be a great plant,"" but ""thousands of people of worked here, and they left"" when their jobs were moved overseas.",True
full,23236,1,genuine,"Says that under his presidency, the unemployment rate has ""been below 4% for the longest stretch in 50 years in American history.","under his presidency, the unemployment rate has ""been below 4% for the longest stretch in 50 years in American history.",True
full,10851,0,misleading,"Says Bernie Sanders is going to ""tax you people at 90 percent.","Bernie Sanders is going to ""tax you people at 90 percent.",True
full,7446,0,misleading,"Says less than half of 1 percent of all the Texas legislators who ever served draw ""a benefit"" from pensions tied to the salaries of state district judges.","less than half of 1 percent of all the Texas legislators who ever served draw ""a benefit"" from pensions tied to the salaries of state district judges.",True
full,10961,1,genuine,Says income tax rates under Eisenhower were as high as 90 percent.,income tax rates under Eisenhower were as high as 90 percent.,True
full,6682,1,genuine,"Says New Jersey is ""50th in return of our federal tax dollars.","New Jersey is ""50th in return of our federal tax dollars.",True
full,14018,0,misleading,"Says the Austin school district ""enjoys the highest per-student funding of all large Texas districts"" even after forwarding tax revenue to the state.","the Austin school district ""enjoys the highest per-student funding of all large Texas districts"" even after forwarding tax revenue to the state.",True
full,5915,1,genuine,"Says if labor force participation rate were the same as when Barack Obama became president, unemployment would be 11 percent.","if labor force participation rate were the same as when Barack Obama became president, unemployment would be 11 percent.",True
full,10512,0,misleading,"Says ""Scott Walker's bad budget includes: No weekend for workers.","""Scott Walker's bad budget includes: No weekend for workers.",True
full,18569,0,misleading,"Says Joe Biden is proposing a tax increase that's ""the largest in American history.","Joe Biden is proposing a tax increase that's ""the largest in American history.",True
full,5659,1,genuine,"Says ""there have been some job gains in the McMansion State since Mr. Christie took office, but they have lagged gains both in the nation as a whole and in New York and Connecticut, the obvious points of comparison.","""there have been some job gains in the McMansion State since Mr. Christie took office, but they have lagged gains both in the nation as a whole and in New York and Connecticut, the obvious points of comparison.",True
full,5756,0,misleading,"Says Joe Kyrillos ""voted to raid the state's pension funds by $2.8 billion that is costing New Jersey taxpayers still today to the tune of nearly $15 billion dollars to repay that money.","Joe Kyrillos ""voted to raid the state's pension funds by $2.8 billion that is costing New Jersey taxpayers still today to the tune of nearly $15 billion dollars to repay that money.",True
full,4084,0,misleading,"Says he ""helped bring"" Uline company to Kenosha area, ""creating 800 local jobs.","he ""helped bring"" Uline company to Kenosha area, ""creating 800 local jobs.",True
full,6526,1,genuine,"Says Barack Obama has pension investments that include Chinese firms, and ""investments through a Caymans trust.","Barack Obama has pension investments that include Chinese firms, and ""investments through a Caymans trust.",True
full,3936,1,genuine,Says recent polls show Americans agree with Republicans that the federal debt ceiling should not be raised and the debt and deficit should be dealt with mostly by cutting spending.,recent polls show Americans agree with Republicans that the federal debt ceiling should not be raised and the debt and deficit should be dealt with mostly by cutting spending.,True
full,5865,1,genuine,"Says state Sen. Paul Sarlo ""said in February on NJTV, 'there will be no tax increases in this budget'"" and ""voted the other night in the Senate Budget Committee to raise income taxes $800 million.","state Sen. Paul Sarlo ""said in February on NJTV, 'there will be no tax increases in this budget'"" and ""voted the other night in the Senate Budget Committee to raise income taxes $800 million.",True
full,3341,0,misleading,"Says Majority Leader Eric Cantor called for ""abolishing Social Security and Medicare.","Majority Leader Eric Cantor called for ""abolishing Social Security and Medicare.",True
full,4094,1,genuine,"Says that under President John F. Kennedy, ""government took up"" 27 percent of the economy, and today it ""consumes 37 percent.","under President John F. Kennedy, ""government took up"" 27 percent of the economy, and today it ""consumes 37 percent.",True
full,5646,0,misleading,"Says under President Barack Obama there's been ""the lowest discretionary spending we've had in decades in the United States.","under President Barack Obama there's been ""the lowest discretionary spending we've had in decades in the United States.",True
full,5989,1,genuine,"Says Chris Christie ""has refused to fund pensions by billions of dollars,"" and got legislative approval to begin ""properly funding pensions"" in 2018.","Chris Christie ""has refused to fund pensions by billions of dollars,"" and got legislative approval to begin ""properly funding pensions"" in 2018.",True
full,5494,0,misleading,"Says the stimulus bill sent tax credits overseas, such as ""$1.2 billion to a solar company that's building a plant in Mexico.","the stimulus bill sent tax credits overseas, such as ""$1.2 billion to a solar company that's building a plant in Mexico.",True
full,4851,1,genuine,Says the state tax burden per citizen in New York is twice as high as in Florida.,the state tax burden per citizen in New York is twice as high as in Florida.,True
full,18486,0,misleading,"Says Merrick Garland is investigating Donald Trump's ""tax evasion case.","Merrick Garland is investigating Donald Trump's ""tax evasion case.",True
full,10487,1,genuine,"Says because of his actions, Wisconsin ""property taxes today are lower than they were four years ago.","because of his actions, Wisconsin ""property taxes today are lower than they were four years ago.",True
full,15008,1,genuine,"Says he's a ""small-town supervisor who has kept a balanced budget, who has increased surpluses, who has led us to the highest credit rating our town has ever had.","he's a ""small-town supervisor who has kept a balanced budget, who has increased surpluses, who has led us to the highest credit rating our town has ever had.",True
full,6193,0,misleading,"Says Connie Mack IV co-sponsored a bill to ""take a third of the Social Security Trust Fund ... give it in individual accounts to the senior citizens, who then were to invest it in the stock market.","Connie Mack IV co-sponsored a bill to ""take a third of the Social Security Trust Fund ... give it in individual accounts to the senior citizens, who then were to invest it in the stock market.",True
full,6181,1,genuine,Says women care most about jobs and the economy,women care most about jobs and the economy,True
full,6038,1,genuine,"Says Georgia ranks ""near the bottom in per capita transportation spending.","Georgia ranks ""near the bottom in per capita transportation spending.",True
full,5795,0,misleading,"Says New Jersey's job growth in May represents ""25 percent of all the jobs created in the country.","New Jersey's job growth in May represents ""25 percent of all the jobs created in the country.",True
full,3930,0,misleading,Says Texas is the only state that exempts jet fuel from its state motor fuels tax.,Texas is the only state that exempts jet fuel from its state motor fuels tax.,True
full,5983,0,misleading,"Says Donna Campbell is pushing a 35 percent sales tax extending to medicine, groceries and real estate.","Donna Campbell is pushing a 35 percent sales tax extending to medicine, groceries and real estate.",True
full,2389,1,genuine,"Says ""the Texas unemployment rate has even grown more than the nation's as a whole.","""the Texas unemployment rate has even grown more than the nation's as a whole.",True
full,18745,0,misleading,"Says Trump ""didn't campaign on cutting the debt"" … ""That's not what he promised to do.","Trump ""didn't campaign on cutting the debt"" … ""That's not what he promised to do.",True
full,6992,1,genuine,"Says, ""when this governor came to office, he had (an) 11 billion dollar - I call it mismanagement – deficit.",", ""when this governor came to office, he had (an) 11 billion dollar - I call it mismanagement – deficit.",True
full,9243,0,misleading,"Says Marilinda Garcia supports ""$150 billion in new taxes.","Marilinda Garcia supports ""$150 billion in new taxes.",True
full,6719,1,genuine,Says he has never voted for raising taxes.,he has never voted for raising taxes.,True
full,5800,0,misleading,"Says Gov. Chris Christie's proposed budget is ""the biggest spending budget in the history of the state of New Jersey. It is the largest in the nation at this point in time.","Gov. Chris Christie's proposed budget is ""the biggest spending budget in the history of the state of New Jersey. It is the largest in the nation at this point in time.",True
full,3234,0,misleading,"Says Charlotte Nash ""pretends to be a chicken farmer"" in order to get property tax exemptions.","Charlotte Nash ""pretends to be a chicken farmer"" in order to get property tax exemptions.",True
full,5124,0,misleading,"Says 21,000 Wisconsin residents got jobs in 2011, but ""18,000 of them"" were in other states.","21,000 Wisconsin residents got jobs in 2011, but ""18,000 of them"" were in other states.",True
full,5964,0,misleading,"Says Barack Obama ""counted on Sandy Adams"" to approve stimulus spending.","Barack Obama ""counted on Sandy Adams"" to approve stimulus spending.",True
full,6994,1,genuine,Says Travis County's unemployment rate is below the national average while its poverty rate exceeds the national average--and local poverty is rising.,Travis County's unemployment rate is below the national average while its poverty rate exceeds the national average--and local poverty is rising.,True
full,12651,1,genuine,"Says Marco Rubio ""said Social Security and Medicare have 'weakened us as a people.'","Marco Rubio ""said Social Security and Medicare have 'weakened us as a people.'",True
full,4962,0,misleading,Says Steve Jobs was responsible for creating more jobs than the stimulus bill.,Steve Jobs was responsible for creating more jobs than the stimulus bill.,True
full,4451,1,genuine,"Says his proposed payroll tax cut ""will mean an extra $1,500 in your pocket compared to if we do nothing.","his proposed payroll tax cut ""will mean an extra $1,500 in your pocket compared to if we do nothing.",True
full,8070,1,genuine,"Says New Jersey has gained ""143,000 new private-sector jobs.","New Jersey has gained ""143,000 new private-sector jobs.",True
full,6256,1,genuine,"Says President Barack Obama ""gives students the right to repay (federal) loans as a clear, fixed, low percentage of their income for up to 20 years.","President Barack Obama ""gives students the right to repay (federal) loans as a clear, fixed, low percentage of their income for up to 20 years.",True
full,2643,0,misleading,Says over 25 percent of the Texas budget funds services to non-U.S. citizens.,over 25 percent of the Texas budget funds services to non-U.S. citizens.,True
full,3854,0,misleading,"Says Wisconsin's 2011-13 state budget contains ""no fee increases","Wisconsin's 2011-13 state budget contains ""no fee increases",True
full,6585,0,misleading,"Says Gov. John Kasich incorrectly claimed Ohio's economy was 38th in the nation when he took office. ""We were sixth in the nation in terms of economic job growth.","Gov. John Kasich incorrectly claimed Ohio's economy was 38th in the nation when he took office. ""We were sixth in the nation in terms of economic job growth.",True
full,2251,0,misleading,"Says a ""Pro-Stimulus economist admits it is not working …","a ""Pro-Stimulus economist admits it is not working …",True
full,3521,0,misleading,Says he has exposed plans by Wisconsin Gov. Scott Walker to push legislation that would allow the state to declare financial martial law and take over municipal governments.,he has exposed plans by Wisconsin Gov. Scott Walker to push legislation that would allow the state to declare financial martial law and take over municipal governments.,True
full,10045,0,misleading,"Says Gov. Scott Walker's proposed budget ""would sell off Wisconsin's state parks.","Gov. Scott Walker's proposed budget ""would sell off Wisconsin's state parks.",True
full,12268,0,misleading,"Says Ron Johnson ""voted five times for tax breaks that help companies ship Wisconsin jobs overseas.","Ron Johnson ""voted five times for tax breaks that help companies ship Wisconsin jobs overseas.",True
full,6094,1,genuine,Says Paul Ryan's budget relies on the same $700 billion in savings from Medicare that Mitt Romney and other Republicans have been attacking Democrats about.,Paul Ryan's budget relies on the same $700 billion in savings from Medicare that Mitt Romney and other Republicans have been attacking Democrats about.,True
full,3121,0,misleading,"Says Wisconsin Gov. Scott Walker in his budget repair bill ""is showing that no stone goes unturned as he asks everyone to tighten their belts.","Wisconsin Gov. Scott Walker in his budget repair bill ""is showing that no stone goes unturned as he asks everyone to tighten their belts.",True
full,16939,0,misleading,"Says NC Senate leader ""expressed disdain"" for the NC House budget vote on Sept. 11.","NC Senate leader ""expressed disdain"" for the NC House budget vote on Sept. 11.",True
full,6501,0,misleading,"Says ""when I voted against [an increase in the minimum wage], it was in the 80s.","""when I voted against [an increase in the minimum wage], it was in the 80s.",True
full,18337,0,misleading,"Says Joe Biden ""wants to put a 3% annual federal tax on your home.","Joe Biden ""wants to put a 3% annual federal tax on your home.",True
full,9552,0,misleading,"Says Charlie Crist ""voted against minimum wage when he was in the Senate.","Charlie Crist ""voted against minimum wage when he was in the Senate.",True
full,18692,0,misleading,"Says Texas has ""lower taxes and less regulations than anywhere else in the U.S.","Texas has ""lower taxes and less regulations than anywhere else in the U.S.",True
full,17495,0,misleading,"Says 44 senators ""voted NOT to send stimulus checks.","44 senators ""voted NOT to send stimulus checks.",True
full,17237,0,misleading,"Says Donald Trump tweeted, ""Corona vaccine from Israel! Stock market up! Economy even stronger now! Besides US, Israel best at inventions: Judaism, olives. Wonderful vaccine, will stop Corona DEAD around world. Can't make vaccines when being bombed, not have been possible without peace I created in Israel!","Donald Trump tweeted, ""Corona vaccine from Israel! Stock market up! Economy even stronger now! Besides US, Israel best at inventions: Judaism, olives. Wonderful vaccine, will stop Corona DEAD around world. Can't make vaccines when being bombed, not have been possible without peace I created in Israel!",True
full,3480,1,genuine,"Says Paul Ryan ""voted for two wars that were unpaid for, voted for the Bush tax cuts that were unpaid for, voted for the prescription drug bill that cost as much as my health care bill -- but wasn't paid for.","Paul Ryan ""voted for two wars that were unpaid for, voted for the Bush tax cuts that were unpaid for, voted for the prescription drug bill that cost as much as my health care bill -- but wasn't paid for.",True
full,4241,1,genuine,"Says that in his book, Rick Perry said that ""Social Security is unconstitutional.","in his book, Rick Perry said that ""Social Security is unconstitutional.",True
full,2437,0,misleading,"Says Steve Kagen ""promised us jobs, voting for the $787 billion stimulus. Cost: another 77,000 jobs lost.","Steve Kagen ""promised us jobs, voting for the $787 billion stimulus. Cost: another 77,000 jobs lost.",True
full,4008,0,misleading,"Says ""over 50 percent of U.S. job growth in June came"" from Wisconsin.","""over 50 percent of U.S. job growth in June came"" from Wisconsin.",True
full,10694,0,misleading,"Says Scott Walker rejected legislation to make college loan payments tax deductible and the result was ""to raise taxes on students.","Scott Walker rejected legislation to make college loan payments tax deductible and the result was ""to raise taxes on students.",True
full,2526,0,misleading,"Says Tom Perriello voted ""to give tax breaks to foreign companies creating jobs in China.","Tom Perriello voted ""to give tax breaks to foreign companies creating jobs in China.",True
full,5775,0,misleading,"Says 97 cents of every dollar played ""represents over $500 million dollars that is returned to Oregonians every year to help support job creation, schools, state parks and watersheds.","97 cents of every dollar played ""represents over $500 million dollars that is returned to Oregonians every year to help support job creation, schools, state parks and watersheds.",True
full,4500,0,misleading,"Says state Senate President Stephen ""Sweeney gave us the nation's highest income tax rates, driving out jobs.","state Senate President Stephen ""Sweeney gave us the nation's highest income tax rates, driving out jobs.",True
full,2471,0,misleading,"Says Kurt Schrader ""cast the deciding vote that failed to extend tax cuts for Oregon's middle-class families and small businesses.","Kurt Schrader ""cast the deciding vote that failed to extend tax cuts for Oregon's middle-class families and small businesses.",True
full,3517,1,genuine,"Says although the unemployment rate seems to be improving, it does not reflect real job creation -- it's caused by a ""shrinking of the actual labor force.","although the unemployment rate seems to be improving, it does not reflect real job creation -- it's caused by a ""shrinking of the actual labor force.",True
full,15080,1,genuine,"Says Andrew Gillum ""wants to increase Florida taxes by a billion dollars.","Andrew Gillum ""wants to increase Florida taxes by a billion dollars.",True
full,12881,1,genuine,"Says Donald Trump campaigned on not cutting Medicare and Social Security, but his nominee for the Secretary of Health and Human Services, Tom Price, ""made his career on cutting Medicare and Medicaid.","Donald Trump campaigned on not cutting Medicare and Social Security, but his nominee for the Secretary of Health and Human Services, Tom Price, ""made his career on cutting Medicare and Medicaid.",True
full,4777,1,genuine,"Says America spends ""over 17 percent of its GDP on health care costs when our closest competitor nations are spending about 12.","America spends ""over 17 percent of its GDP on health care costs when our closest competitor nations are spending about 12.",True
full,7681,1,genuine,"Says Mitch McConnell pushed ""the Wall Street bailout through the U.S. Senate"" and called it ""the Senate at its finest.","Mitch McConnell pushed ""the Wall Street bailout through the U.S. Senate"" and called it ""the Senate at its finest.",True
full,9603,0,misleading,"Says Rand Paul ""has put out budgets to cut the military in half.","Rand Paul ""has put out budgets to cut the military in half.",True
full,7205,1,genuine,"Says ""a pack-a-day smoker who quits because of the tax increase will save about $1,650 a year.","""a pack-a-day smoker who quits because of the tax increase will save about $1,650 a year.",True
full,4026,0,misleading,"Says U.S. Rep. Ron Kind's ""stimulus cost taxpayers $278,000 per job.","U.S. Rep. Ron Kind's ""stimulus cost taxpayers $278,000 per job.",True
full,10738,1,genuine,"Says Donald Trump was ""forced to file for bankruptcy not once, not twice, four times.","Donald Trump was ""forced to file for bankruptcy not once, not twice, four times.",True
full,8486,1,genuine,"Says the U.S. Supreme Court found that ""Social Security is not guaranteed.","the U.S. Supreme Court found that ""Social Security is not guaranteed.",True
full,7069,1,genuine,"Says Jennifer Horn, chairwoman of the N.H. Republican Party, owes $92,000 in back taxes.","Jennifer Horn, chairwoman of the N.H. Republican Party, owes $92,000 in back taxes.",True
full,7769,0,misleading,"Says U.S. Rep. Tom Price is sending letters both supporting and opposing the ""small-business killing Internet Tax Mandate.","U.S. Rep. Tom Price is sending letters both supporting and opposing the ""small-business killing Internet Tax Mandate.",True
full,13834,0,misleading,"Says ""No, I don't benefit, I don't benefit"" from his tax proposal.","""No, I don't benefit, I don't benefit"" from his tax proposal.",True
full,727,1,genuine,"Says that under his tax plan, seniors making less than $50,000 per year won't pay any income taxes.","under his tax plan, seniors making less than $50,000 per year won't pay any income taxes.",True
full,4909,0,misleading,"Says proposal to boost teacher pension fund ""puts no mandate on local government.","proposal to boost teacher pension fund ""puts no mandate on local government.",True
full,2448,1,genuine,"Says Scott Walker ""eliminated his own office of economic development in the middle of this recession.","Scott Walker ""eliminated his own office of economic development in the middle of this recession.",True
full,5173,0,misleading,"Says ""we had to cut 13 billion dollars in state spending over two years.","""we had to cut 13 billion dollars in state spending over two years.",True
full,5764,1,genuine,"Says, ""Less than half of all states have legal protections on the basis of sexual orientation or gender identity, despite the fact that LGBT Americans report employment discrimination and unemployment at much higher rates than the U.S. average.",", ""Less than half of all states have legal protections on the basis of sexual orientation or gender identity, despite the fact that LGBT Americans report employment discrimination and unemployment at much higher rates than the U.S. average.",True
full,9191,0,misleading,"Says U.S. Senate candidate Joni Ernst signed a pledge that ""protects tax breaks for companies that ship jobs overseas.","U.S. Senate candidate Joni Ernst signed a pledge that ""protects tax breaks for companies that ship jobs overseas.",True
full,18654,0,misleading,"Says since he and President Trump took office, their policies ""led to an unemployment rate of 3.1% in Wisconsin and 61,000 Wisconsin jobs, including 15,000 manufacturing jobs.","since he and President Trump took office, their policies ""led to an unemployment rate of 3.1% in Wisconsin and 61,000 Wisconsin jobs, including 15,000 manufacturing jobs.",True
full,4294,1,genuine,Says the Panhandle has had its highest-ever bed tax collections in 2011.,the Panhandle has had its highest-ever bed tax collections in 2011.,True
full,5442,1,genuine,"Says the Congressional Budget Office has estimated ""every penny of the federal budget will go to interest on the debt and entitlement spending by 2025.","the Congressional Budget Office has estimated ""every penny of the federal budget will go to interest on the debt and entitlement spending by 2025.",True
full,6422,1,genuine,"Says the United States has the ""highest corporate tax rate in the world.","the United States has the ""highest corporate tax rate in the world.",True
full,2927,1,genuine,"Says that ""data from the Center on Budget and Policy Priorities suggest that the Texas budget gap is worse than New York's, about as bad as California's, but not quite up to New Jersey levels.","""data from the Center on Budget and Policy Priorities suggest that the Texas budget gap is worse than New York's, about as bad as California's, but not quite up to New Jersey levels.",True
full,6736,1,genuine,"Says that ""the state spends more money on tax giveaways than it receives in tax collection.","""the state spends more money on tax giveaways than it receives in tax collection.",True
full,10132,0,misleading,"Says Hillary Clinton will receive her ""congressional salary until she dies"" and the Secret Service pays her mortgage.","Hillary Clinton will receive her ""congressional salary until she dies"" and the Secret Service pays her mortgage.",True
full,3641,1,genuine,"Says he vetoed $250,000 from the budget for a program to learn how to catch rainwater.","he vetoed $250,000 from the budget for a program to learn how to catch rainwater.",True
full,5930,1,genuine,"Says federal debt ""doubled during the Bush administration.","federal debt ""doubled during the Bush administration.",True
full,6934,1,genuine,"Says ""right now, we have more military spending than the next 10, 11, 12 countries combined.","""right now, we have more military spending than the next 10, 11, 12 countries combined.",True
full,8883,0,misleading,"Says Gov. Scott Walker ""has made Wisconsin 2nd in the nation in losing jobs.","Gov. Scott Walker ""has made Wisconsin 2nd in the nation in losing jobs.",True
full,4134,1,genuine,"Says that Wall Street hedge fund managers ""pay a lower tax rate than does a sheet metal worker in Parma or a school teacher in Cleveland.","Wall Street hedge fund managers ""pay a lower tax rate than does a sheet metal worker in Parma or a school teacher in Cleveland.",True
full,7697,0,misleading,"Says that in his first two years, ""Wisconsin has seen its best two-year job growth in a decade.","in his first two years, ""Wisconsin has seen its best two-year job growth in a decade.",True
full,7954,0,misleading,"Says under President Barack Obama, the debt increased by 23 percent, which was less than under any president going back to Ronald Reagan.","under President Barack Obama, the debt increased by 23 percent, which was less than under any president going back to Ronald Reagan.",True
full,5597,0,misleading,Says Josh Mandel opposed federal loans to the auto industry.,Josh Mandel opposed federal loans to the auto industry.,True
full,6614,0,misleading,"Says Barack Obama ""sold Chrysler to Italians who are going to build Jeeps in China"" at the cost of American jobs.","Barack Obama ""sold Chrysler to Italians who are going to build Jeeps in China"" at the cost of American jobs.",True
full,5805,0,misleading,"Says, ""Yet in Salem they have traditionally waited until the money is almost gone to pay for the most important things in our state's budget.",", ""Yet in Salem they have traditionally waited until the money is almost gone to pay for the most important things in our state's budget.",True
full,3863,1,genuine,"Says the 2011-13 state budget eliminates the structural deficit ""for the first time in decades.","the 2011-13 state budget eliminates the structural deficit ""for the first time in decades.",True
full,5098,1,genuine,"Says Mitt Romney supports a plan ""to slowly and gradually raise the retirement age of Social Security.","Mitt Romney supports a plan ""to slowly and gradually raise the retirement age of Social Security.",True
full,13930,0,misleading,"Says the GOP plan he supports is ""the biggest tax cut in U.S. history.","the GOP plan he supports is ""the biggest tax cut in U.S. history.",True
full,6522,0,misleading,"Says Paul Ryan's budget plan ""ends Medicare.","Paul Ryan's budget plan ""ends Medicare.",True
full,2489,0,misleading,Says Texas voters are being asked to act this November on a proposed constitutional amendment affecting property taxes.,Texas voters are being asked to act this November on a proposed constitutional amendment affecting property taxes.,True
full,9096,1,genuine,"Says Rick Scott's per-pupil education spending is ""about $200 less"" than what it was under Charlie Crist during the recession.","Rick Scott's per-pupil education spending is ""about $200 less"" than what it was under Charlie Crist during the recession.",True
full,11895,0,misleading,"Says Hillary Clinton ""has even deleted this record of total support (for the Trans-Pacific Partnership trade agreement) from her book.","Hillary Clinton ""has even deleted this record of total support (for the Trans-Pacific Partnership trade agreement) from her book.",True
full,13111,0,misleading,"Says he presented ""a balanced budget.","he presented ""a balanced budget.",True
full,5192,0,misleading,"Says pension contributions under Gov. Chris Christie would represent ""75 percent of the total contribution made between the years 1995 and 2010. That's right, in 15 years, total state contribution was only $2.1 billion.","pension contributions under Gov. Chris Christie would represent ""75 percent of the total contribution made between the years 1995 and 2010. That's right, in 15 years, total state contribution was only $2.1 billion.",True
full,5482,0,misleading,"Says Wisconsin Gov. Scott Walker's budget ""calls for raising property taxes by nearly $500 billion.","Wisconsin Gov. Scott Walker's budget ""calls for raising property taxes by nearly $500 billion.",True
full,1700,0,misleading,"Says Gov. Rick Perry is ""spending Texans' hard-earned money to live like Louie XIV.","Gov. Rick Perry is ""spending Texans' hard-earned money to live like Louie XIV.",True
full,18156,0,misleading,"Says ""Pelosi blackmails Congress! She demands mail-in voting or no 2nd stimulus for you and your family.","""Pelosi blackmails Congress! She demands mail-in voting or no 2nd stimulus for you and your family.",True
full,2991,1,genuine,"Says that over the last decade, the state's population grew three times faster than the Texas state tax system.","over the last decade, the state's population grew three times faster than the Texas state tax system.",True
full,13101,1,genuine,"Says HB2 has hurt North Carolina's economy by ""one-tenth of 1 percent of our annual GDP.","HB2 has hurt North Carolina's economy by ""one-tenth of 1 percent of our annual GDP.",True
full,6390,0,misleading,"Says 7,000 millionaires ""gamed the system to pay no income taxes.","7,000 millionaires ""gamed the system to pay no income taxes.",True
full,7220,1,genuine,"Says Texas ranks 49th nationally in ""what we are doing to support our per-pupil investment in education in the state.","Texas ranks 49th nationally in ""what we are doing to support our per-pupil investment in education in the state.",True
full,11998,1,genuine,"Says middle-class New York State residents will have the ""lowest tax rate in 70 years.","middle-class New York State residents will have the ""lowest tax rate in 70 years.",True
full,3247,1,genuine,"Says that President Obama said in 2008 that his proposed greenhouse gas regulations ""will bankrupt"" anyone who wants to build a new coal-fired power plant.","President Obama said in 2008 that his proposed greenhouse gas regulations ""will bankrupt"" anyone who wants to build a new coal-fired power plant.",True
full,5582,1,genuine,Says George LeMieux was one of two Republicans who voted for President Barack Obama's jobs bill.,George LeMieux was one of two Republicans who voted for President Barack Obama's jobs bill.,True
full,3947,0,misleading,"Says a new report proves the stimulus supported by N.J. Democrats cost $278,000 per job.","a new report proves the stimulus supported by N.J. Democrats cost $278,000 per job.",True
full,4303,0,misleading,"Says Rick Perry is ""spending more money than the state takes in, covering his deficits with record borrowing.","Rick Perry is ""spending more money than the state takes in, covering his deficits with record borrowing.",True
full,4609,0,misleading,"Says unemployment in Ohio ""is significantly higher than the unemployment rate in states which are not forced union states and it's always been that way.","unemployment in Ohio ""is significantly higher than the unemployment rate in states which are not forced union states and it's always been that way.",True
full,11970,1,genuine,"Says Donald Trump has ""bankrupt four separate businesses.","Donald Trump has ""bankrupt four separate businesses.",True
full,9373,1,genuine,"Says Glenn Grothman pushed through state tax credits that when phased in, ""someone that owns a factory that produces millions in income"" will pay ""less tax than their nephew would if he worked full time at Taco Bell for minimum wage.","Glenn Grothman pushed through state tax credits that when phased in, ""someone that owns a factory that produces millions in income"" will pay ""less tax than their nephew would if he worked full time at Taco Bell for minimum wage.",True
full,2369,0,misleading,Says Will Rasmussen supported a sales tax as recently as last spring.,Will Rasmussen supported a sales tax as recently as last spring.,True
full,10912,0,misleading,Says his plan would cut taxes without increasing the deficit.,his plan would cut taxes without increasing the deficit.,True
full,6344,0,misleading,"Says ""the governor is going around the state talking about [how] we should fund an income tax cut"" that benefits higher income earners and not lower income earners","""the governor is going around the state talking about [how] we should fund an income tax cut"" that benefits higher income earners and not lower income earners",True
full,6356,0,misleading,"Says ""One of the state's largest governments made charging this tax one of their top priorities just this year.","""One of the state's largest governments made charging this tax one of their top priorities just this year.",True
full,10946,1,genuine,"Says Marco Rubio is proposing a new $1 trillion ""welfare program"" in tax credits and ""$1 trillion in new military spending.","Marco Rubio is proposing a new $1 trillion ""welfare program"" in tax credits and ""$1 trillion in new military spending.",True
full,7513,1,genuine,Says student loan interest rates will double from 3.4 percent to 6.8 percent July 1.,student loan interest rates will double from 3.4 percent to 6.8 percent July 1.,True
full,5664,0,misleading,"Says Gov. Scott Walker ""took away $1.6 billion from schools and handed it off as over $2 billion in tax breaks to the rich.","Gov. Scott Walker ""took away $1.6 billion from schools and handed it off as over $2 billion in tax breaks to the rich.",True
