matched_pair_id,pair_source,pair_role,claim,pure_binary_label,original_verdict,normalised_rating,financial_matches,word_count,pair_has_shared_concept,pair_shared_concept_count,pair_concept_jaccard,pair_word_difference,date_published,url,claim_id,row_id,finance_relevant,label_valid,standalone_claim,no_editorial_framing,keep,audit_notes,automatic_editorial_flag,automatic_long_claim_flag,automatic_large_pair_length_gap,automatic_no_shared_concept,row_risk_score,audit_priority,audit_chunk_file,claim_normalised_check,exact_liar2_overlap_check
politifact_119,PolitiFact,genuine,"""The federal government is spending 25 percent of our entire economy versus 100 years ago we spent only 2 percent.""",genuine,true,True,['macroeconomy'],20,True,1,1.0,1,2011-07-31T00:00:00,https://www.politifact.com/factchecks/2011/jul/31/ron-johnson/us-senator-ron-johnson-says-federal-government-spe/,69465,71966,yes,yes,yes,yes,yes,,False,False,False,False,0,175,factors_audit_chunk_04_completed.csv,the federal government is spending 25 percent of our entire economy versus 100 years ago we spent only 2 percent,False
politifact_119,PolitiFact,misleading,"A leaked email from a Liberal Party politician shows the Canadian government's plan to ""reset"" the economy and seize private property.",misleading,pants-fire,False,['macroeconomy'],21,True,1,1.0,1,2021-04-29T00:00:00,https://www.politifact.com/factchecks/2021/apr/29/facebook-posts/no-evidence-leaked-email-canadian-politician-authe/,75817,78417,yes,yes,yes,yes,yes,,False,False,False,False,0,175,factors_audit_chunk_04_completed.csv,a leaked email from a liberal party politician shows the canadian government s plan to reset the economy and seize private property,False
politifact_120,PolitiFact,genuine,Says six of the state's 58 family planning centers had to close because of Gov. Chris Christie's budget cuts.,genuine,true,True,['budget'],19,True,1,1.0,1,2011-06-10T00:00:00,https://www.politifact.com/factchecks/2011/jun/10/loretta-weinberg/state-sen-loretta-weinberg-says-6-new-jerseys-58-f/,69652,72153,yes,yes,yes,yes,yes,,False,False,False,False,0,176,factors_audit_chunk_04_completed.csv,says six of the state s 58 family planning centers had to close because of gov chris christie s budget cuts,False
politifact_120,PolitiFact,misleading,"Says he's ""never asked for more"" than inflationary budget increases in his 10 budgets as Milwaukee County sheriff",misleading,false,False,['budget'],18,True,1,1.0,1,2011-10-16T00:00:00,https://www.politifact.com/factchecks/2011/oct/16/david-clarke-jr/clarke-says-hes-never-asked-more-inflationary-incr/,69213,71714,yes,yes,yes,yes,yes,,False,False,False,False,0,176,factors_audit_chunk_04_completed.csv,says he s never asked for more than inflationary budget increases in his 10 budgets as milwaukee county sheriff,False
politifact_121,PolitiFact,genuine,"""Creeping defense commitments in and globally now consume over half the U.S. discretionary budget annually.""",genuine,true,True,['budget'],15,True,1,1.0,1,2011-07-01T00:00:00,https://www.politifact.com/factchecks/2011/jul/01/marcy-kaptur/rep-marcy-kaptur-says-defense-spending-consumes-mo/,69906,72407,yes,yes,yes,yes,yes,,False,False,False,False,0,177,factors_audit_chunk_04_completed.csv,creeping defense commitments in and globally now consume over half the u s discretionary budget annually,False
politifact_121,PolitiFact,misleading,"State Sen. Kirk deViere voted against Medicaid expansion, the governor's budget and teacher raises.",misleading,false,False,['budget'],14,True,1,1.0,1,2022-05-16T00:00:00,https://www.politifact.com/factchecks/2022/may/16/north-carolina-futures-action-fund/liberal-group-targets-incumbent-nc-democrat-false-/,59760,62086,yes,yes,yes,yes,yes,,False,False,False,False,0,177,factors_audit_chunk_04_completed.csv,state sen kirk deviere voted against medicaid expansion the governor s budget and teacher raises,False
politifact_123,PolitiFact,genuine,"""The average homeowner spends more than $2,000 each year on energy costs – more than on either real estate taxes or homeowners insurance.""",genuine,true,True,['tax'],23,True,1,1.0,1,2011-11-07T00:00:00,https://www.politifact.com/factchecks/2011/nov/07/johnny-isakson/isakson-says-energy-bills-higher-taxes-insurance/,70154,72655,yes,yes,yes,yes,yes,,False,False,False,False,0,179,factors_audit_chunk_04_completed.csv,the average homeowner spends more than 2 000 each year on energy costs more than on either real estate taxes or homeowners insurance,False
politifact_123,PolitiFact,misleading,"The health care law ""adds around $800 billion of taxes on the American people. It does not discriminate between rich and poor.""",misleading,false,False,['tax'],22,True,1,1.0,1,2012-07-16T00:00:00,https://www.politifact.com/factchecks/2012/jul/16/marco-rubio/rubio-says-taxes-health-care-law-do-not-discrimina/,68293,70793,yes,yes,yes,yes,yes,,False,False,False,False,0,179,factors_audit_chunk_04_completed.csv,the health care law adds around 800 billion of taxes on the american people it does not discriminate between rich and poor,False
politifact_124,PolitiFact,genuine,Says Barack Obama promised to halve the deficit in his first term.,genuine,true,True,['deficit'],12,True,1,1.0,1,2011-12-02T00:00:00,https://www.politifact.com/factchecks/2011/dec/02/matt-mackowiak/Republican-consultant-Barack-Obama-promise-deficit/,70199,72700,yes,yes,yes,yes,yes,,False,False,False,False,0,180,factors_audit_chunk_04_completed.csv,says barack obama promised to halve the deficit in his first term,False
politifact_124,PolitiFact,misleading,"Says Wisconsin Gov. Scott Walker ""literally invented a $3.6 billion deficit.""",misleading,false,False,['deficit'],11,True,1,1.0,1,2011-05-12T00:00:00,https://www.politifact.com/factchecks/2011/may/12/gwen-moore/us-rep-gwen-moore-says-wisconsin-gov-scott-walker-/,69755,72256,yes,yes,yes,yes,yes,,False,False,False,False,0,180,factors_audit_chunk_04_completed.csv,says wisconsin gov scott walker literally invented a 3 6 billion deficit,False
politifact_125,PolitiFact,genuine,"As Dane County executive, Kathleen Falk raised property taxes by ""millions of dollars every year"" and approved the second highest increase in the state in 2010.",genuine,true,True,['tax'],26,True,1,1.0,1,2012-02-12T00:00:00,https://www.politifact.com/factchecks/2012/feb/12/rebecca-kleefisch/lt-gov-rebecca-kleefisch-says-kathleen-falk-raised/,70331,72832,yes,yes,yes,yes,yes,,False,False,False,False,0,181,factors_audit_chunk_04_completed.csv,as dane county executive kathleen falk raised property taxes by millions of dollars every year and approved the second highest increase in the state in 2010,False
politifact_125,PolitiFact,misleading,"Says the stimulus bill sent tax credits overseas, such as ""half a billion to an electric car company that created hundreds of jobs in Finland.""",misleading,false,False,['tax'],25,True,1,1.0,1,2012-05-03T00:00:00,https://www.politifact.com/factchecks/2012/may/03/americans-prosperity/ad-says-stimulus-tax-credits-funded-jobs-finland/,70479,72980,yes,yes,yes,yes,yes,,False,False,False,False,0,181,factors_audit_chunk_04_completed.csv,says the stimulus bill sent tax credits overseas such as half a billion to an electric car company that created hundreds of jobs in finland,False
politifact_126,PolitiFact,genuine,"Says he ""cut taxes by more than $600 million"" when he was governor.",genuine,true,True,['tax'],13,True,1,1.0,1,2012-03-09T00:00:00,https://www.politifact.com/factchecks/2012/mar/09/george-allen/george-allen-says-he-cut-600-million-taxes-governo/,70387,72888,yes,yes,yes,yes,yes,,False,False,False,False,0,182,factors_audit_chunk_04_completed.csv,says he cut taxes by more than 600 million when he was governor,False
politifact_126,PolitiFact,misleading,"Says President Barack Obama ""tax audit exposes MILLIONS in offshore accounts stolen from taxpayers.""",misleading,pants-fire,False,['tax'],14,True,1,1.0,1,2017-04-14T00:00:00,https://www.politifact.com/factchecks/2017/apr/14/blog-posting/fake-theory-barack-obama-hid-millions-taxpayer-dol/,63652,66138,yes,yes,yes,yes,yes,,False,False,False,False,0,182,factors_audit_chunk_04_completed.csv,says president barack obama tax audit exposes millions in offshore accounts stolen from taxpayers,False
politifact_127,PolitiFact,genuine,"""Even if you took literally every single ounce of platinum in the world, it still wouldn't add up to enough needed to pay down our nation's debt.""",genuine,true,True,['debt'],27,True,1,1.0,1,2013-01-14T00:00:00,https://www.politifact.com/factchecks/2013/jan/14/national-republican-congressional-committee/nrcc-compares-nations-debt-all-words-platinum-take/,70923,73424,yes,yes,yes,yes,yes,,False,False,False,False,0,183,factors_audit_chunk_04_completed.csv,even if you took literally every single ounce of platinum in the world it still wouldn t add up to enough needed to pay down our nation s debt,False
politifact_127,PolitiFact,misleading,"Says President Barack Obama's debt commission recommended converting Medicare ""to a system where Medicare participants are given a voucher to purchase insurance in the private market.""",misleading,false,False,['debt'],26,True,1,1.0,1,2011-05-10T00:00:00,https://www.politifact.com/factchecks/2011/may/10/tom-petri/wisconsin-gop-rep-petri-says-obama-commission-reco/,69782,72283,yes,yes,yes,yes,yes,,False,False,False,False,0,183,factors_audit_chunk_04_completed.csv,says president barack obama s debt commission recommended converting medicare to a system where medicare participants are given a voucher to purchase insurance in the private market,False
politifact_128,PolitiFact,genuine,"""Our economy actually shrank during the last three months of 2012.""",genuine,true,True,['macroeconomy'],11,True,1,1.0,1,2013-02-13T00:00:00,https://www.politifact.com/factchecks/2013/feb/13/marco-rubio/marco-rubio-says-us-economy-shrank-last-quarter-20/,70956,73457,yes,yes,yes,yes,yes,,False,False,False,False,0,184,factors_audit_chunk_04_completed.csv,our economy actually shrank during the last three months of 2012,False
politifact_128,PolitiFact,misleading,"""Putin JUST SHUTDOWN All Oil To The US, Collapsing The US Economy!""",misleading,pants-fire,False,['macroeconomy'],12,True,1,1.0,1,2023-05-03T00:00:00,https://www.politifact.com/factchecks/2023/may/03/facebook-posts/putin-didnt-shut-down-all-russian-oil-to-the-us-it/,77394,80071,yes,yes,yes,yes,yes,,False,False,False,False,0,184,factors_audit_chunk_04_completed.csv,putin just shutdown all oil to the us collapsing the us economy,False
politifact_129,PolitiFact,genuine,"""You can fill out your tax return in Estonia online in five minutes.""",genuine,true,True,['tax'],13,True,1,1.0,1,2015-06-04T00:00:00,https://www.politifact.com/factchecks/2015/jun/04/jeb-bush/jeb-bush-says-estonians-can-file-their-taxes-five-/,71986,74490,yes,yes,yes,yes,yes,,False,False,False,False,0,185,factors_audit_chunk_04_completed.csv,you can fill out your tax return in estonia online in five minutes,False
politifact_129,PolitiFact,misleading,"Says Ted Strickland admits his record on jobs and taxes is ""mixed and spotty.""",misleading,false,False,['tax'],14,True,1,1.0,1,2016-05-13T00:00:00,https://www.politifact.com/factchecks/2016/may/13/fighting-ohio-pac/fighting-ohio-pac-ad-takes-ted-stricklands-mixed-a/,64541,67030,yes,yes,yes,yes,yes,,False,False,False,False,0,185,factors_audit_chunk_04_completed.csv,says ted strickland admits his record on jobs and taxes is mixed and spotty,False
politifact_130,PolitiFact,genuine,Tens of thousands of Atlanta households pay more than 30 percent of their income towards rent.,genuine,true,True,['income'],16,True,1,1.0,1,2015-09-25T00:00:00,https://www.politifact.com/factchecks/2015/sep/25/matthew-charles-cardinale/claim-about-atlantas-affordable-housing-hits-mark/,72134,74638,yes,yes,yes,yes,yes,,False,False,False,False,0,186,factors_audit_chunk_04_completed.csv,tens of thousands of atlanta households pay more than 30 percent of their income towards rent,False
politifact_130,PolitiFact,misleading,"""Kamala cast the tiebreaking vote to hire 87,000 new IRS agents to go after your tip income.""",misleading,false,False,['income'],17,True,1,1.0,1,2024-08-28T00:00:00,https://www.politifact.com/factchecks/2024/aug/28/donald-trump/fact-check-trump-falsely-said-harris-voted-to-hire/,58536,60791,yes,yes,yes,yes,yes,,False,False,False,False,0,186,factors_audit_chunk_04_completed.csv,kamala cast the tiebreaking vote to hire 87 000 new irs agents to go after your tip income,False
politifact_131,PolitiFact,genuine,"""I've given the religious schools in my budget more money than ever before in history.""",genuine,true,True,['budget'],15,True,1,1.0,1,2017-03-06T00:00:00,https://www.politifact.com/factchecks/2017/mar/06/andrew-cuomo/cuomos-budget-includes-more-money-private-schools-/,72997,75508,yes,yes,yes,yes,yes,,False,False,False,False,0,187,factors_audit_chunk_04_completed.csv,i ve given the religious schools in my budget more money than ever before in history,False
politifact_131,PolitiFact,misleading,"""Romneycare sent costs spiraling out of control"" in Massachusetts, ""hiking premiums, squeezing household budgets.""",misleading,false,False,['budget'],14,True,1,1.0,1,2012-01-27T00:00:00,https://www.politifact.com/factchecks/2012/jan/27/winning-our-future/pro-gingrich-super-pac-blames-romneycare-spiraling/,70300,72801,yes,yes,yes,yes,yes,,False,False,False,False,0,187,factors_audit_chunk_04_completed.csv,romneycare sent costs spiraling out of control in massachusetts hiking premiums squeezing household budgets,False
politifact_133,PolitiFact,genuine,"""The four big meat packers are raking in record profits … """,genuine,true,True,['company_finance'],12,True,1,1.0,1,2022-06-30T00:00:00,https://www.politifact.com/factchecks/2022/jun/30/abigail-spanberger/big-four-meat-packers-are-seeing-record-profits-sp/,76748,79396,yes,yes,yes,yes,yes,,False,False,False,False,0,189,factors_audit_chunk_04_completed.csv,the four big meat packers are raking in record profits,False
politifact_133,PolitiFact,misleading,"Says, ""In the last four years we've cut $36 million in ongoing revenue.""",misleading,false,False,['company_finance'],13,True,1,1.0,1,2012-12-15T00:00:00,https://www.politifact.com/factchecks/2012/dec/15/sam-adams/did-sam-adams-cut-36-million-budget/,67767,70266,yes,yes,yes,yes,yes,,False,False,False,False,0,189,factors_audit_chunk_04_completed.csv,says in the last four years we ve cut 36 million in ongoing revenue,False
politifact_134,PolitiFact,genuine,"Image claims to show a list of ""Republican members of Congress whose PPP loans were forgiven.""",genuine,true,True,['loan'],16,True,1,1.0,1,2022-08-30T00:00:00,https://www.politifact.com/factchecks/2022/aug/30/instagram-posts/businesses-associated-these-gop-politicians-had-pa/,76869,79522,yes,yes,yes,yes,yes,,False,False,False,False,0,190,factors_audit_chunk_04_completed.csv,image claims to show a list of republican members of congress whose ppp loans were forgiven,False
politifact_134,PolitiFact,misleading,"""Trump takes out a loan and pays it back with interest, it is a crime.""",misleading,false,False,['loan'],15,True,1,1.0,1,2024-04-05T00:00:00,https://www.politifact.com/factchecks/2024/apr/05/facebook-posts/donald-trump-was-sued-for-using-false-information/,58717,60992,yes,yes,yes,yes,yes,,False,False,False,False,0,190,factors_audit_chunk_04_completed.csv,trump takes out a loan and pays it back with interest it is a crime,False
politifact_135,PolitiFact,genuine,"""The most recent State Budget increased funding for the Department of Tourism by 98 percent.""",genuine,true,True,['budget'],15,True,1,1.0,1,2024-09-16T00:00:00,https://www.politifact.com/factchecks/2024/sep/16/robert-cowles/gop-senator-is-correct-wisconsins-tourism-budget-i/,78389,81159,yes,yes,yes,yes,yes,,False,False,False,False,0,191,factors_audit_chunk_04_completed.csv,the most recent state budget increased funding for the department of tourism by 98 percent,False
politifact_135,PolitiFact,misleading,Says Rick Kriseman is $35 million over budget on St. Petersburg's new police station.,misleading,false,False,['budget'],14,True,1,1.0,1,2017-08-25T00:00:00,https://www.politifact.com/factchecks/2017/aug/25/rick-baker/former-mayor-rick-baker-wrongly-says-new-police-he/,73221,75733,yes,yes,yes,yes,yes,,False,False,False,False,0,191,factors_audit_chunk_04_completed.csv,says rick kriseman is 35 million over budget on st petersburg s new police station,False
politifact_184,PolitiFact,genuine,"Says ""our unemployment insurance trust fund is broke. We're over a billion dollars in debt to the federal government.""",genuine,true,True,"['debt', 'employment']",19,True,1,0.5,1,2011-12-11T00:00:00,https://www.politifact.com/factchecks/2011/dec/11/jay-webber/new-jerseys-unemployment-benefits-fund-broke-more-/,69031,71532,yes,yes,yes,yes,yes,,False,False,False,False,0,192,factors_audit_chunk_04_completed.csv,says our unemployment insurance trust fund is broke we re over a billion dollars in debt to the federal government,False
politifact_184,PolitiFact,misleading,"Says President Barack Obama ""doubled the national debt, which had taken more than two centuries to accumulate, in one year.""",misleading,pants-fire,False,['debt'],20,True,1,0.5,1,2012-07-25T00:00:00,https://www.politifact.com/factchecks/2012/jul/25/chain-email/obama-doubled-national-debt-one-year-chain-e-mail-/,68245,70745,yes,yes,yes,yes,yes,,False,False,False,False,0,192,factors_audit_chunk_04_completed.csv,says president barack obama doubled the national debt which had taken more than two centuries to accumulate in one year,False
snopes_001,Snopes,genuine,"2018 Georgia gubernatorial candidate Stacey Abrams owes more than $50,000 in back taxes to the Internal Revenue Service.",genuine,true,True,"['tax', 'company_finance']",18,True,2,1.0,1,2018-10-25T15:20:49,https://www.snopes.com/fact-check/stacey-abrams-back-taxes/,90026,93365,yes,yes,yes,yes,yes,,False,False,False,False,0,193,factors_audit_chunk_04_completed.csv,2018 georgia gubernatorial candidate stacey abrams owes more than 50 000 in back taxes to the internal revenue service,False
snopes_001,Snopes,misleading,"President Trump filed for re-election early, which means non-profits can't criticize him without losing their tax-exempt status.",misleading,false,False,"['tax', 'company_finance']",17,True,2,1.0,1,2017-02-01T15:55:51,https://www.snopes.com/fact-check/trump-filed-reelection-stop-political-speech-nonprofits/,92458,95847,yes,yes,yes,yes,yes,,False,False,False,False,0,193,factors_audit_chunk_04_completed.csv,president trump filed for re election early which means non profits can t criticize him without losing their tax exempt status,False
snopes_037,Snopes,genuine,"Republicans voted to raise the debt ceiling three times when Donald Trump was president, with no preconditions.",genuine,true,True,['debt'],17,True,1,1.0,1,2023-05-03T19:19:25,https://www.snopes.com/fact-check/gop-debt-ceiling-trump-presidency/,82869,85932,yes,yes,yes,yes,yes,,False,False,False,False,0,195,factors_audit_chunk_04_completed.csv,republicans voted to raise the debt ceiling three times when donald trump was president with no preconditions,False
snopes_037,Snopes,misleading,"U.S. Democratic 2020 presidential candidate Joe Biden claimed he accumulated $280,000 in debt while attending college.",misleading,false,False,['debt'],16,True,1,1.0,1,2019-08-27T17:03:14,https://www.snopes.com/fact-check/joe-biden-college-debt/,89119,92408,yes,yes,yes,yes,yes,,False,False,False,False,0,195,factors_audit_chunk_04_completed.csv,u s democratic 2020 presidential candidate joe biden claimed he accumulated 280 000 in debt while attending college,False
snopes_038,Snopes,genuine,"During former U.S. President Donald Trump's presidency, 15 U.S. banks failed.",genuine,true,True,['banking'],11,True,1,1.0,1,2023-03-13T19:58:04,https://www.snopes.com/fact-check/15-banks-failed-trumps-presidency/,83074,86143,yes,yes,yes,yes,yes,,False,False,False,False,0,196,factors_audit_chunk_04_completed.csv,during former u s president donald trump s presidency 15 u s banks failed,False
snopes_038,Snopes,misleading,The Clinton Foundation suddenly transferred $1.8 billion to a bank in Qatar.,misleading,false,False,['banking'],12,True,1,1.0,1,2016-10-24T12:48:59,https://www.snopes.com/fact-check/clinton-moves-billions-to-qatar/,93053,96450,yes,yes,yes,yes,yes,,False,False,False,False,0,196,factors_audit_chunk_04_completed.csv,the clinton foundation suddenly transferred 1 8 billion to a bank in qatar,False
snopes_039,Snopes,genuine,"Conservative U.S. Rep. Marjorie Taylor Greene received $183,504 in PPP loan forgiveness.",genuine,true,True,['loan'],12,True,1,1.0,1,2022-08-26T16:53:57,https://www.snopes.com/fact-check/marjorie-taylor-greene-ppp-loan/,84698,87818,yes,yes,yes,yes,yes,,False,False,False,False,0,197,factors_audit_chunk_04_completed.csv,conservative u s rep marjorie taylor greene received 183 504 in ppp loan forgiveness,False
snopes_039,Snopes,misleading,All congressional staffers and family members are exempt from repaying their student loans.,misleading,false,False,['loan'],13,True,1,1.0,1,2011-01-03T00:00:00,https://www.snopes.com/fact-check/congressional-staffers-family-members-exempt-repaying-student-loans/,96499,99959,yes,yes,yes,yes,yes,,False,False,False,False,0,197,factors_audit_chunk_04_completed.csv,all congressional staffers and family members are exempt from repaying their student loans,False
snopes_041,Snopes,genuine,NFL star Tom Brady's company received a nearly $1 million loan from the Paycheck Protection Program during the COVID-19 pandemic.,genuine,true,True,['loan'],20,True,1,1.0,1,2020-12-09T06:37:36,https://www.snopes.com/fact-check/tom-brady-ppp/,87427,90629,yes,yes,yes,yes,yes,,False,False,False,False,0,199,factors_audit_chunk_04_completed.csv,nfl star tom brady s company received a nearly 1 million loan from the paycheck protection program during the covid 19 pandemic,False
snopes_041,Snopes,misleading,Billionaire Vijay Mallya found cheap parking in New York by using his expensive car as collateral for a loan.,misleading,false,False,['loan'],19,True,1,1.0,1,2016-03-04T21:36:28,https://www.snopes.com/fact-check/parking-vijay-mallya-joke/,94268,97687,yes,yes,yes,yes,yes,,False,False,False,False,0,199,factors_audit_chunk_04_completed.csv,billionaire vijay mallya found cheap parking in new york by using his expensive car as collateral for a loan,False
snopes_043,Snopes,genuine,"Homeowners affected by hurricanes are allowed, under certain circumstances, to delay their mortgage payments.",genuine,true,True,['interest_mortgage'],14,True,1,1.0,1,2017-09-15T16:03:41,https://www.snopes.com/fact-check/can-hurricane-victims-delay-their-mortgage-payments/,91557,94931,yes,yes,yes,yes,yes,,False,False,False,False,0,201,factors_audit_chunk_05_completed.csv,homeowners affected by hurricanes are allowed under certain circumstances to delay their mortgage payments,False
snopes_043,Snopes,misleading,Prince Harry and Meghan Markle created a GoFundMe to pay off their mortgage.,misleading,false,False,['interest_mortgage'],13,True,1,1.0,1,2021-03-21T09:25:32,https://www.snopes.com/fact-check/harry-meghan-gofundme/,86617,89807,yes,yes,yes,yes,yes,,False,False,False,False,0,201,factors_audit_chunk_05_completed.csv,prince harry and meghan markle created a gofundme to pay off their mortgage,False
snopes_044,Snopes,genuine,"The national debt saw a ""surprising"" decline of $102 billion between 20 January and 27 July 2017.",genuine,true,True,['debt'],17,True,1,1.0,1,2017-08-14T14:19:51,https://www.snopes.com/fact-check/national-debt-trump/,91699,95075,yes,yes,yes,yes,yes,,False,False,False,False,0,202,factors_audit_chunk_05_completed.csv,the national debt saw a surprising decline of 102 billion between 20 january and 27 july 2017,False
snopes_044,Snopes,misleading,The Obama administration is selling blueprints for the B-2 Stealth Bomber to China in exchange for debt relief,misleading,false,False,['debt'],18,True,1,1.0,1,2009-07-28T23:03:32,https://www.snopes.com/fact-check/b-2-plans-for-sale/,96793,100254,yes,yes,yes,yes,yes,,False,False,False,False,0,202,factors_audit_chunk_05_completed.csv,the obama administration is selling blueprints for the b 2 stealth bomber to china in exchange for debt relief,False
snopes_045,Snopes,genuine,"Donald Trump proclaimed during the first presidential debate of 2016 that not paying federal taxes made him ""smart.""",genuine,true,True,['tax'],18,True,1,1.0,1,2016-09-28T12:06:27,https://www.snopes.com/fact-check/trump-taxes-smart/,93226,96626,yes,yes,yes,yes,yes,,False,False,False,False,0,203,factors_audit_chunk_05_completed.csv,donald trump proclaimed during the first presidential debate of 2016 that not paying federal taxes made him smart,False
snopes_045,Snopes,misleading,"U.S. Sen. Bernie Sanders' health care plan proposes to raise the tax rate to 52% on incomes over $29,000.",misleading,false,False,['tax'],19,True,1,1.0,1,2020-02-21T16:21:38,https://www.snopes.com/fact-check/sanders-tax-plan-52-percent/,84238,87350,yes,yes,yes,yes,yes,,False,False,False,False,0,203,factors_audit_chunk_05_completed.csv,u s sen bernie sanders health care plan proposes to raise the tax rate to 52 on incomes over 29 000,False
snopes_046,Snopes,genuine,President John F. Kennedy donated his entire presidential salary to charity.,genuine,true,True,['employment'],11,True,1,1.0,1,2016-08-05T08:35:48,https://www.snopes.com/fact-check/jfk-presidential-salary/,93553,96961,yes,yes,yes,yes,yes,,False,False,False,False,0,204,factors_audit_chunk_05_completed.csv,president john f kennedy donated his entire presidential salary to charity,False
snopes_046,Snopes,misleading,Chris Christie said that teachers should make only minimum wage plus bonuses.,misleading,false,False,['employment'],12,True,1,1.0,1,2015-08-26T08:26:13,https://www.snopes.com/fact-check/chris-christie-teacher-minimum-wage/,94854,98286,yes,yes,yes,yes,yes,,False,False,False,False,0,204,factors_audit_chunk_05_completed.csv,chris christie said that teachers should make only minimum wage plus bonuses,False
snopes_048,Snopes,genuine,"President Eisenhower once observed that ""a few Texas oil millionaires"" wanted to ""abolish social security.""",genuine,true,True,['pension'],15,True,1,1.0,1,2014-05-14T12:43:00,https://www.snopes.com/fact-check/social-insecurity/,95722,99169,yes,yes,yes,yes,yes,,False,False,False,False,0,206,factors_audit_chunk_05_completed.csv,president eisenhower once observed that a few texas oil millionaires wanted to abolish social security,False
snopes_048,Snopes,misleading,"U.S. House Speaker Nancy Pelosi told senior citizens, ""You're not entitled to social security! It's gone!""",misleading,false,False,['pension'],16,True,1,1.0,1,2020-05-13T14:40:07,https://www.snopes.com/fact-check/pelosi-seniors-social-security/,88313,91557,yes,yes,yes,yes,yes,,False,False,False,False,0,206,factors_audit_chunk_05_completed.csv,u s house speaker nancy pelosi told senior citizens you re not entitled to social security it s gone,False
snopes_049,Snopes,genuine,Credit card users may be eligible for refunds of $25 or more from the settlement of a class action suit over foreign currency conversions,genuine,true,True,['currency'],24,True,1,1.0,1,2007-12-08T12:00:00,https://www.snopes.com/fact-check/ccf-settlement/,97212,100675,yes,yes,yes,yes,yes,,False,False,False,False,0,207,factors_audit_chunk_05_completed.csv,credit card users may be eligible for refunds of 25 or more from the settlement of a class action suit over foreign currency conversions,False
snopes_049,Snopes,misleading,"Executive Order 14067, signed by President Joe Biden, replaces the U.S. dollar with traceable digital currency that will eliminate constitutional liberties like freedom and privacy.",misleading,false,False,['currency'],25,True,1,1.0,1,2022-09-14T16:12:17,https://www.snopes.com/fact-check/executive-order-14067-biden-bucks/,84652,87770,yes,yes,yes,yes,yes,,False,False,False,False,0,207,factors_audit_chunk_05_completed.csv,executive order 14067 signed by president joe biden replaces the u s dollar with traceable digital currency that will eliminate constitutional liberties like freedom and privacy,False
africa_check_012,Africa Check,genuine,"""Our national edible oil import bill $1 billion .""",genuine,correct,True,['trade'],9,True,1,1.0,0,2023-11-23T00:00:00,https://africacheck.org/fact-checks/reports/verifying-kenyan-president-rutos-claims-health-insurance-teacher-shortages-and,20654,18749,yes,yes,yes,yes,yes,,False,False,False,False,0,221,factors_audit_chunk_05_completed.csv,our national edible oil import bill 1 billion,False
africa_check_012,Africa Check,misleading,Kenya spends KSh500 billion on food imports every year.,misleading,incorrect,False,['trade'],9,True,1,1.0,0,2023-10-20T00:00:00,https://africacheck.org/fact-checks/reports/kenya-president-william-ruto-misses-mark-claiming-countrys-annual-food-import,20527,18621,yes,yes,yes,yes,yes,,False,False,False,False,0,221,factors_audit_chunk_05_completed.csv,kenya spends ksh500 billion on food imports every year,False
africa_check_013,Africa Check,genuine,"""The economy has expanded over the past 30 years.""",genuine,correct,True,['macroeconomy'],9,True,1,1.0,0,2024-01-23T00:00:00,https://africacheck.org/fact-checks/reports/fact-checking-ancs-january-8th-claims-about-progress-and-what-party-said,20757,18852,yes,yes,yes,yes,yes,,False,False,False,False,0,222,factors_audit_chunk_05_completed.csv,the economy has expanded over the past 30 years,False
africa_check_013,Africa Check,misleading,Nairobi accounts for 45% of Kenya's gross domestic product,misleading,incorrect,False,['macroeconomy'],9,True,1,1.0,0,2019-08-20T00:00:00,https://africacheck.org/fact-checks/reports/nairobi-produces-fifth-kenyas-gdp-not-45-guardian-claimed,16721,14736,yes,yes,yes,yes,yes,,False,False,False,False,0,222,factors_audit_chunk_05_completed.csv,nairobi accounts for 45 of kenya s gross domestic product,False
dubawa_001,Dubawa,genuine,A Facebook user asserts that 11 women are Managing Directors or Chief Executive Officers of banks in Nigeria.,genuine,true,True,['banking'],18,True,1,1.0,0,2024-03-30T16:12:10,https://dubawa.org/true-11-notable-banks-in-nigeria-have-female-mds-ceos/,29212,28308,yes,yes,yes,yes,yes,,False,False,False,False,0,223,factors_audit_chunk_05_completed.csv,a facebook user asserts that 11 women are managing directors or chief executive officers of banks in nigeria,False
dubawa_001,Dubawa,misleading,"A WhatsApp broadcast message, shared multiple times, states that banks are shutting ICT services due to the election.",misleading,false,False,['banking'],18,True,1,1.0,0,2023-02-24T09:05:29,https://dubawa.org/nigerian-banks-not-shutting-down-communication-ahead-of-tomorrows-election/,29704,28813,yes,yes,yes,yes,yes,,False,False,False,False,0,223,factors_audit_chunk_05_completed.csv,a whatsapp broadcast message shared multiple times states that banks are shutting ict services due to the election,False
dubawa_002,Dubawa,genuine,A viral post on Facebook states that the Central Bank of Nigeria will introduce a unified ATM card and suspend all banks' ATM cards currently used by customers.,genuine,true,True,['banking'],28,True,1,1.0,0,2023-01-24T14:11:52,https://dubawa.org/cbn-introduced-new-credit-card-scheme-but-cards-not-ready-for-use/,29748,28857,yes,yes,yes,yes,yes,,False,False,False,False,0,224,factors_audit_chunk_05_completed.csv,a viral post on facebook states that the central bank of nigeria will introduce a unified atm card and suspend all banks atm cards currently used by customers,False
